game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2023-04-03,718728,R,Final,Great American Ball Park,2023-04-03 22:40:00+00:00,Chicago Cubs,Cincinnati Reds,112,113,,
2023-04-03,718729,R,Final,loanDepot park,2023-04-03 22:40:00+00:00,Minnesota Twins,Miami Marlins,142,146,,
2023-04-03,718732,R,Final,Nationals Park,2023-04-03 23:05:00+00:00,Tampa Bay Rays,Washington Nationals,139,120,,
2023-04-03,718725,R,Final,Yankee Stadium,2023-04-03 23:05:00+00:00,Philadelphia Phillies,New York Yankees,143,147,,
2023-04-03,718724,R,Final,Fenway Park,2023-04-03 23:10:00+00:00,Pittsburgh Pirates,Boston Red Sox,134,111,,
2023-04-03,718719,R,Final,Kauffman Stadium,2023-04-03 23:40:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2023-04-03,718727,R,Final,Busch Stadium,2023-04-03 23:45:00+00:00,Atlanta Braves,St. Louis Cardinals,144,138,,
2023-04-03,718726,R,Final,Globe Life Field,2023-04-04 00:05:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2023-04-03,718723,R,Final,Minute Maid Park,2023-04-04 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2023-04-03,718721,R,Final,Oakland Coliseum,2023-04-04 01:40:00+00:00,Cleveland Guardians,Oakland Athletics,114,133,,
2023-04-03,718722,R,Final,Petco Park,2023-04-04 01:40:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,
2023-04-03,718720,R,Final,T-Mobile Park,2023-04-04 01:40:00+00:00,Los Angeles Angels,Seattle Mariners,108,136,,
2023-04-03,718718,R,Final,Dodger Stadium,2023-04-04 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,
2023-04-04,718717,R,Final,Petco Park,2023-04-04 20:10:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,
2023-04-04,718716,R,Final,Great American Ball Park,2023-04-04 22:40:00+00:00,Chicago Cubs,Cincinnati Reds,112,113,,
2023-04-04,718714,R,Final,loanDepot park,2023-04-04 22:40:00+00:00,Minnesota Twins,Miami Marlins,142,146,,
2023-04-04,718715,R,Final,Nationals Park,2023-04-04 23:05:00+00:00,Tampa Bay Rays,Washington Nationals,139,120,,
2023-04-04,718710,R,Final,Yankee Stadium,2023-04-04 23:05:00+00:00,Philadelphia Phillies,New York Yankees,143,147,,
2023-04-04,718713,R,Final,Fenway Park,2023-04-04 23:10:00+00:00,Pittsburgh Pirates,Boston Red Sox,134,111,,
2023-04-04,718708,R,Final,Kauffman Stadium,2023-04-04 23:40:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2023-04-04,718712,R,Final,American Family Field,2023-04-04 23:40:00+00:00,New York Mets,Milwaukee Brewers,121,158,,
2023-04-04,718711,R,Final,Busch Stadium,2023-04-04 23:45:00+00:00,Atlanta Braves,St. Louis Cardinals,144,138,,
2023-04-04,718709,R,Final,Globe Life Field,2023-04-05 00:05:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2023-04-04,718705,R,Final,Minute Maid Park,2023-04-05 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2023-04-04,718707,R,Final,Oakland Coliseum,2023-04-05 01:40:00+00:00,Cleveland Guardians,Oakland Athletics,114,133,,
2023-04-04,718706,R,Final,T-Mobile Park,2023-04-05 01:40:00+00:00,Los Angeles Angels,Seattle Mariners,108,136,,
2023-04-04,718703,R,Final,Dodger Stadium,2023-04-05 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,
2023-04-05,718704,R,Final,Nationals Park,2023-04-05 17:05:00+00:00,Tampa Bay Rays,Washington Nationals,139,120,,
2023-04-05,718699,R,Final,Yankee Stadium,2023-04-05 17:05:00+00:00,Philadelphia Phillies,New York Yankees,143,147,,
2023-04-05,718701,R,Final,loanDepot park,2023-04-05 17:10:00+00:00,Minnesota Twins,Miami Marlins,142,146,,
2023-04-05,718697,R,Final,Busch Stadium,2023-04-05 17:15:00+00:00,Atlanta Braves,St. Louis Cardinals,144,138,,
2023-04-05,718702,R,Final,Fenway Park,2023-04-05 17:35:00+00:00,Pittsburgh Pirates,Boston Red Sox,134,111,,
2023-04-05,718698,R,Final,American Family Field,2023-04-05 17:40:00+00:00,New York Mets,Milwaukee Brewers,121,158,,
2023-04-05,718694,R,Final,Globe Life Field,2023-04-05 18:05:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2023-04-05,718696,R,Final,Minute Maid Park,2023-04-05 18:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2023-04-05,718695,R,Final,Guaranteed Rate Field,2023-04-05 18:10:00+00:00,San Francisco Giants,Chicago White Sox,137,145,,
2023-04-05,718689,R,Final,Oakland Coliseum,2023-04-05 19:37:00+00:00,Cleveland Guardians,Oakland Athletics,114,133,,
2023-04-05,718691,R,Final,T-Mobile Park,2023-04-05 20:10:00+00:00,Los Angeles Angels,Seattle Mariners,108,136,,
2023-04-05,718692,R,Final,Kauffman Stadium,2023-04-05 23:40:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2023-04-05,718700,R,Postponed,Great American Ball Park,2023-04-05 16:35:00+00:00,Chicago Cubs,Cincinnati Reds,112,113,,
2023-04-06,718690,R,Final,Comerica Park,2023-04-06 17:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2023-04-06,718686,R,Final,Kauffman Stadium,2023-04-06 18:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2023-04-06,718687,R,Final,Guaranteed Rate Field,2023-04-06 18:10:00+00:00,San Francisco Giants,Chicago White Sox,137,145,,
2023-04-06,718682,R,Final,Coors Field,2023-04-06 20:10:00+00:00,Washington Nationals,Colorado Rockies,120,115,,
2023-04-06,718681,R,Final,Truist Park,2023-04-06 23:20:00+00:00,San Diego Padres,Atlanta Braves,135,144,,
2023-04-06,718683,R,Final,Chase Field,2023-04-07 02:10:00+00:00,Los Angeles Dodgers,Arizona Diamondbacks,119,109,,
2023-04-06,718693,R,Postponed,Citi Field,2023-04-06 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2023-04-06,718685,R,Postponed,Citizens Bank Park,2023-04-06 19:05:00+00:00,Cincinnati Reds,Philadelphia Phillies,113,143,,
2023-04-06,718688,R,Postponed,Oriole Park at Camden Yards,2023-04-06 19:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2023-04-06,718684,R,Postponed,Target Field,2023-04-06 20:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2023-04-07,718693,R,Final,Citi Field,2023-04-07 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2023-04-07,718675,R,Final,Wrigley Field,2023-04-07 18:20:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2023-04-07,718685,R,Final,Citizens Bank Park,2023-04-07 19:05:00+00:00,Cincinnati Reds,Philadelphia Phillies,113,143,,
2023-04-07,718688,R,Final,Oriole Park at Camden Yards,2023-04-07 19:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2023-04-07,718677,R,Final,Progressive Field,2023-04-07 20:10:00+00:00,Seattle Mariners,Cleveland Guardians,136,114,,
2023-04-07,718684,R,Final,Target Field,2023-04-07 20:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2023-04-07,718679,R,Final,PNC Park,2023-04-07 20:12:00+00:00,Chicago White Sox,Pittsburgh Pirates,145,134,,
2023-04-07,718680,R,Final,Oracle Park,2023-04-07 20:35:00+00:00,Kansas City Royals,San Francisco Giants,118,137,,
2023-04-07,718678,R,Final,Tropicana Field,2023-04-07 22:40:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2023-04-07,718676,R,Final,Truist Park,2023-04-07 23:20:00+00:00,San Diego Padres,Atlanta Braves,135,144,,
2023-04-07,718674,R,Final,American Family Field,2023-04-08 00:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2023-04-07,718673,R,Final,Coors Field,2023-04-08 00:40:00+00:00,Washington Nationals,Colorado Rockies,120,115,,
2023-04-07,718670,R,Final,Angel Stadium,2023-04-08 01:38:00+00:00,Toronto Blue Jays,Los Angeles Angels,141,108,,
2023-04-07,718671,R,Final,Chase Field,2023-04-08 01:40:00+00:00,Los Angeles Dodgers,Arizona Diamondbacks,119,109,,
2023-04-08,718666,R,Final,Target Field,2023-04-08 18:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2023-04-08,718672,R,Final,Oracle Park,2023-04-08 20:05:00+00:00,Kansas City Royals,San Francisco Giants,118,137,,
2023-04-08,718669,R,Final,Wrigley Field,2023-04-08 20:05:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2023-04-08,718668,R,Final,Citizens Bank Park,2023-04-08 20:05:00+00:00,Cincinnati Reds,Philadelphia Phillies,113,143,,
2023-04-08,718667,R,Final,Comerica Park,2023-04-08 20:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2023-04-08,718665,R,Final,Tropicana Field,2023-04-08 20:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2023-04-08,718661,R,Final,Citi Field,2023-04-08 20:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2023-04-08,718663,R,Final,Progressive Field,2023-04-08 22:10:00+00:00,Seattle Mariners,Cleveland Guardians,136,114,,
2023-04-08,718662,R,Final,PNC Park,2023-04-08 22:35:00+00:00,Chicago White Sox,Pittsburgh Pirates,145,134,,
2023-04-08,718664,R,Final,Oriole Park at Camden Yards,2023-04-08 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2023-04-08,718660,R,Final,American Family Field,2023-04-08 23:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2023-04-08,718659,R,Final,Truist Park,2023-04-08 23:20:00+00:00,San Diego Padres,Atlanta Braves,135,144,,
2023-04-08,718656,R,Final,Chase Field,2023-04-09 00:10:00+00:00,Los Angeles Dodgers,Arizona Diamondbacks,119,109,,
2023-04-08,718658,R,Final,Coors Field,2023-04-09 00:10:00+00:00,Washington Nationals,Colorado Rockies,120,115,,
2023-04-08,718657,R,Final,Angel Stadium,2023-04-09 01:07:00+00:00,Toronto Blue Jays,Los Angeles Angels,141,108,,
2023-04-09,718652,R,Final,Citizens Bank Park,2023-04-09 17:05:00+00:00,Cincinnati Reds,Philadelphia Phillies,113,143,,
2023-04-09,718654,R,Final,Comerica Park,2023-04-09 17:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2023-04-09,718655,R,Final,Tropicana Field,2023-04-09 17:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2023-04-09,718653,R,Final,PNC Park,2023-04-09 17:35:00+00:00,Chicago White Sox,Pittsburgh Pirates,145,134,,
2023-04-09,718651,R,Final,Oriole Park at Camden Yards,2023-04-09 17:35:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2023-04-09,718646,R,Final,Progressive Field,2023-04-09 17:40:00+00:00,Seattle Mariners,Cleveland Guardians,136,114,,
2023-04-09,718647,R,Final,Citi Field,2023-04-09 17:40:00+00:00,Miami Marlins,New York Mets,146,121,,
2023-04-09,718649,R,Final,Target Field,2023-04-09 18:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2023-04-09,718650,R,Final,American Family Field,2023-04-09 18:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2023-04-09,718642,R,Final,Wrigley Field,2023-04-09 18:20:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2023-04-09,718645,R,Final,Coors Field,2023-04-09 19:10:00+00:00,Washington Nationals,Colorado Rockies,120,115,,
2023-04-09,718643,R,Final,Oracle Park,2023-04-09 20:05:00+00:00,Kansas City Royals,San Francisco Giants,118,137,,
2023-04-09,718644,R,Final,Angel Stadium,2023-04-09 20:07:00+00:00,Toronto Blue Jays,Los Angeles Angels,141,108,,
2023-04-09,718639,R,Final,Chase Field,2023-04-09 20:10:00+00:00,Los Angeles Dodgers,Arizona Diamondbacks,119,109,,
2023-04-09,718648,R,Final,Truist Park,2023-04-09 23:10:00+00:00,San Diego Padres,Atlanta Braves,135,144,,
2023-04-10,718640,R,Final,Target Field,2023-04-10 18:10:00+00:00,Chicago White Sox,Minnesota Twins,145,142,,
2023-04-10,718637,R,Final,Progressive Field,2023-04-10 22:10:00+00:00,New York Yankees,Cleveland Guardians,147,114,,
2023-04-10,718635,R,Final,Oriole Park at Camden Yards,2023-04-10 22:35:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2023-04-10,718632,R,Final,PNC Park,2023-04-10 22:35:00+00:00,Houston Astros,Pittsburgh Pirates,117,134,,
2023-04-10,718638,R,Final,Tropicana Field,2023-04-10 22:40:00+00:00,Boston Red Sox,Tampa Bay Rays,111,139,,
2023-04-10,718633,R,Final,Citizens Bank Park,2023-04-10 22:40:00+00:00,Miami Marlins,Philadelphia Phillies,146,143,,
2023-04-10,718634,R,Final,Citi Field,2023-04-10 23:10:00+00:00,San Diego Padres,New York Mets,135,121,,
2023-04-10,718636,R,Final,Truist Park,2023-04-10 23:20:00+00:00,Cincinnati Reds,Atlanta Braves,113,144,,
2023-04-10,718628,R,Final,Wrigley Field,2023-04-10 23:40:00+00:00,Seattle Mariners,Chicago Cubs,136,112,,
2023-04-10,718630,R,Final,Globe Life Field,2023-04-11 00:05:00+00:00,Kansas City Royals,Texas Rangers,118,140,,
2023-04-10,718629,R,Final,Coors Field,2023-04-11 00:40:00+00:00,St. Louis Cardinals,Colorado Rockies,138,115,,
2023-04-10,718631,R,Final,Angel Stadium,2023-04-11 01:38:00+00:00,Washington Nationals,Los Angeles Angels,120,108,,
2023-04-10,718627,R,Final,Chase Field,2023-04-11 01:40:00+00:00,Milwaukee Brewers,Arizona Diamondbacks,158,109,,
2023-04-10,718641,R,Final,Oracle Park,2023-04-11 01:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,119,137,,
2023-04-11,718626,R,Final,Progressive Field,2023-04-11 22:10:00+00:00,New York Yankees,Cleveland Guardians,147,114,,
2023-04-11,718618,R,Final,Oriole Park at Camden Yards,2023-04-11 22:35:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2023-04-11,718623,R,Final,PNC Park,2023-04-11 22:35:00+00:00,Houston Astros,Pittsburgh Pirates,117,134,,
2023-04-11,718625,R,Final,Tropicana Field,2023-04-11 22:40:00+00:00,Boston Red Sox,Tampa Bay Rays,111,139,,
2023-04-11,718619,R,Final,Citizens Bank Park,2023-04-11 22:40:00+00:00,Miami Marlins,Philadelphia Phillies,146,143,,
2023-04-11,718622,R,Final,Rogers Centre,2023-04-11 23:07:00+00:00,Detroit Tigers,Toronto Blue Jays,116,141,,
2023-04-11,718621,R,Final,Citi Field,2023-04-11 23:10:00+00:00,San Diego Padres,New York Mets,135,121,,
2023-04-11,718620,R,Final,Truist Park,2023-04-11 23:20:00+00:00,Cincinnati Reds,Atlanta Braves,113,144,,
2023-04-11,718617,R,Final,Wrigley Field,2023-04-11 23:40:00+00:00,Seattle Mariners,Chicago Cubs,136,112,,
2023-04-11,718616,R,Final,Target Field,2023-04-11 23:40:00+00:00,Chicago White Sox,Minnesota Twins,145,142,,
2023-04-11,718615,R,Final,Globe Life Field,2023-04-12 00:05:00+00:00,Kansas City Royals,Texas Rangers,118,140,,
2023-04-11,718613,R,Final,Coors Field,2023-04-12 00:40:00+00:00,St. Louis Cardinals,Colorado Rockies,138,115,,
2023-04-11,718614,R,Final,Angel Stadium,2023-04-12 01:38:00+00:00,Washington Nationals,Los Angeles Angels,120,108,,
2023-04-11,718611,R,Final,Chase Field,2023-04-12 01:40:00+00:00,Milwaukee Brewers,Arizona Diamondbacks,158,109,,
2023-04-11,718624,R,Final,Oracle Park,2023-04-12 01:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,119,137,,
2023-04-12,718608,R,Final,PNC Park,2023-04-12 16:35:00+00:00,Houston Astros,Pittsburgh Pirates,117,134,,
2023-04-12,718610,R,Final,Citi Field,2023-04-12 17:10:00+00:00,San Diego Padres,New York Mets,135,121,,
2023-04-12,718605,R,Final,Target Field,2023-04-12 17:10:00+00:00,Chicago White Sox,Minnesota Twins,145,142,,
2023-04-12,718604,R,Final,Progressive Field,2023-04-12 17:10:00+00:00,New York Yankees,Cleveland Guardians,147,114,,
2023-04-12,718606,R,Final,Wrigley Field,2023-04-12 18:20:00+00:00,Seattle Mariners,Chicago Cubs,136,112,,
2023-04-12,718607,R,Final,Coors Field,2023-04-12 19:10:00+00:00,St. Louis Cardinals,Colorado Rockies,138,115,,
2023-04-12,718598,R,Final,Chase Field,2023-04-12 19:40:00+00:00,Milwaukee Brewers,Arizona Diamondbacks,158,109,,
2023-04-12,718609,R,Final,Citizens Bank Park,2023-04-12 20:05:00+00:00,Miami Marlins,Philadelphia Phillies,146,143,,
2023-04-12,718602,R,Final,Angel Stadium,2023-04-12 20:07:00+00:00,Washington Nationals,Los Angeles Angels,120,108,,
2023-04-12,718599,R,Final,Oriole Park at Camden Yards,2023-04-12 22:35:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2023-04-12,718600,R,Final,Tropicana Field,2023-04-12 22:40:00+00:00,Boston Red Sox,Tampa Bay Rays,111,139,,
2023-04-12,718603,R,Final,Rogers Centre,2023-04-12 23:07:00+00:00,Detroit Tigers,Toronto Blue Jays,116,141,,
2023-04-12,718601,R,Final,Truist Park,2023-04-12 23:20:00+00:00,Cincinnati Reds,Atlanta Braves,113,144,,
2023-04-12,718595,R,Final,Globe Life Field,2023-04-13 00:05:00+00:00,Kansas City Royals,Texas Rangers,118,140,,
2023-04-12,718612,R,Final,Oracle Park,2023-04-13 01:45:00+00:00,Los Angeles Dodgers,San Francisco Giants,119,137,,
2023-04-13,718596,R,Final,Oriole Park at Camden Yards,2023-04-13 17:05:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2023-04-13,718594,R,Final,Tropicana Field,2023-04-13 17:10:00+00:00,Boston Red Sox,Tampa Bay Rays,111,139,,
2023-04-13,718597,R,Final,Great American Ball Park,2023-04-13 22:40:00+00:00,Philadelphia Phillies,Cincinnati Reds,143,113,,
2023-04-13,718590,R,Final,Yankee Stadium,2023-04-13 23:05:00+00:00,Minnesota Twins,New York Yankees,142,147,,
2023-04-13,718593,R,Final,Rogers Centre,2023-04-13 23:07:00+00:00,Detroit Tigers,Toronto Blue Jays,116,141,,
2023-04-13,718591,R,Final,Busch Stadium,2023-04-13 23:45:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,134,138,,
2023-04-13,718589,R,Final,Petco Park,2023-04-14 01:40:00+00:00,Milwaukee Brewers,San Diego Padres,158,135,,
2023-04-14,718585,R,Final,Comerica Park,2023-04-14 22:40:00+00:00,San Francisco Giants,Detroit Tigers,137,116,,
2023-04-14,718586,R,Final,Great American Ball Park,2023-04-14 22:40:00+00:00,Philadelphia Phillies,Cincinnati Reds,143,113,,
2023-04-14,718584,R,Final,loanDepot park,2023-04-14 22:40:00+00:00,Arizona Diamondbacks,Miami Marlins,109,146,,
2023-04-14,718592,R,Final,Nationals Park,2023-04-14 23:05:00+00:00,Cleveland Guardians,Washington Nationals,114,120,,
2023-04-14,718588,R,Final,Yankee Stadium,2023-04-14 23:05:00+00:00,Minnesota Twins,New York Yankees,142,147,,
2023-04-14,718587,R,Final,Rogers Centre,2023-04-14 23:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,139,141,,
2023-04-14,718580,R,Final,Fenway Park,2023-04-14 23:10:00+00:00,Los Angeles Angels,Boston Red Sox,108,111,,
2023-04-14,718583,R,Final,Guaranteed Rate Field,2023-04-14 23:10:00+00:00,Baltimore Orioles,Chicago White Sox,110,145,,
2023-04-14,718581,R,Final,Minute Maid Park,2023-04-15 00:10:00+00:00,Texas Rangers,Houston Astros,140,117,,
2023-04-14,718579,R,Final,Kauffman Stadium,2023-04-15 00:10:00+00:00,Atlanta Braves,Kansas City Royals,144,118,,
2023-04-14,718582,R,Final,Busch Stadium,2023-04-15 00:15:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,134,138,,
2023-04-14,718578,R,Final,Oakland Coliseum,2023-04-15 01:40:00+00:00,New York Mets,Oakland Athletics,121,133,,
2023-04-14,718574,R,Final,Petco Park,2023-04-15 01:40:00+00:00,Milwaukee Brewers,San Diego Padres,158,135,,
2023-04-14,718575,R,Final,Dodger Stadium,2023-04-15 02:10:00+00:00,Chicago Cubs,Los Angeles Dodgers,112,119,,
2023-04-14,718577,R,Final,T-Mobile Park,2023-04-15 02:10:00+00:00,Colorado Rockies,Seattle Mariners,115,136,,
2023-04-15,718572,R,Final,Yankee Stadium,2023-04-15 17:05:00+00:00,Minnesota Twins,New York Yankees,142,147,,
2023-04-15,718571,R,Final,Comerica Park,2023-04-15 17:10:00+00:00,San Francisco Giants,Detroit Tigers,137,116,,
