game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher,away_runs_through5,home_runs_through5,home_leading_after5,tied_after5,away_runs_last10,home_runs_last10
2023-04-24,718441,R,Final,American Family Field,2023-04-24 23:40:00+00:00,Detroit Tigers,Milwaukee Brewers,116,158,,,4,2,0,0,1.7,3.6
2023-04-24,718442,R,Final,Target Field,2023-04-24 23:40:00+00:00,New York Yankees,Minnesota Twins,147,142,,,0,4,1,0,3.0,2.3
2023-04-24,718443,R,Final,Truist Park,2023-04-24 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,0,5,1,0,1.2,2.5
2023-04-24,718445,R,Final,Great American Ball Park,2023-04-24 22:40:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,,6,4,0,0,3.1,2.9
2023-04-24,718449,R,Final,Tropicana Field,2023-04-24 22:40:00+00:00,Houston Astros,Tampa Bay Rays,117,139,,,3,6,1,0,2.4,5.1
2023-04-24,718447,R,Final,Oriole Park at Camden Yards,2023-04-24 22:35:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,4,5,1,0,2.7,2.9
2023-04-24,718448,R,Final,Progressive Field,2023-04-24 22:10:00+00:00,Colorado Rockies,Cleveland Guardians,115,114,,,6,0,0,0,2.3,1.8
2023-04-24,718444,R,Final,Rogers Centre,2023-04-24 23:07:00+00:00,Chicago White Sox,Toronto Blue Jays,145,141,,,2,4,1,0,3.1,3.6
2023-04-25,718439,R,Final,Oracle Park,2023-04-26 01:45:00+00:00,St. Louis Cardinals,San Francisco Giants,138,137,,,1,2,1,0,2.6,2.3
2023-04-25,718422,R,Final,Chase Field,2023-04-26 01:40:00+00:00,Kansas City Royals,Arizona Diamondbacks,118,109,,,4,1,0,0,2.1,3.5
2023-04-25,718425,R,Final,Angel Stadium,2023-04-26 01:38:00+00:00,Oakland Athletics,Los Angeles Angels,133,108,,,2,4,1,0,3.5,3.3
2023-04-25,718428,R,Final,American Family Field,2023-04-25 23:40:00+00:00,Detroit Tigers,Milwaukee Brewers,116,158,,,4,2,0,0,1.7,2.8
2023-04-25,718427,R,Final,Target Field,2023-04-25 23:40:00+00:00,New York Yankees,Minnesota Twins,147,142,,,2,2,0,1,3.0,2.5
2023-04-25,718426,R,Final,Wrigley Field,2023-04-25 23:40:00+00:00,San Diego Padres,Chicago Cubs,135,112,,,0,2,1,0,2.7,4.0
2023-04-25,718429,R,Final,Truist Park,2023-04-25 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,1,4,1,0,1.3,2.5
2023-04-25,718433,R,Final,Rogers Centre,2023-04-25 23:07:00+00:00,Chicago White Sox,Toronto Blue Jays,145,141,,,0,6,1,0,2.4,3.8
2023-04-25,718430,R,Final,Citizens Bank Park,2023-04-25 22:40:00+00:00,Seattle Mariners,Philadelphia Phillies,136,143,,,2,1,0,0,3.3,2.5
2023-04-25,718434,R,Final,Great American Ball Park,2023-04-25 22:40:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,,5,0,0,0,3.6,2.6
2023-04-25,718436,R,Final,Tropicana Field,2023-04-25 22:40:00+00:00,Houston Astros,Tampa Bay Rays,117,139,,,5,0,0,0,2.8,4.6
2023-04-25,718432,R,Final,PNC Park,2023-04-25 22:35:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,3,7,1,0,2.5,2.5
2023-04-25,718435,R,Final,Oriole Park at Camden Yards,2023-04-25 22:35:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,7,1,0,0,2.6,2.9
2023-04-25,718440,R,Final,Progressive Field,2023-04-25 22:10:00+00:00,Colorado Rockies,Cleveland Guardians,115,114,,,4,0,0,0,2.3,1.5
2023-04-25,718431,R,Final,Citi Field,2023-04-25 23:10:00+00:00,Washington Nationals,New York Mets,120,121,,,2,0,0,0,3.1,3.4
2023-04-26,718423,R,Final,Oracle Park,2023-04-27 01:45:00+00:00,St. Louis Cardinals,San Francisco Giants,138,137,,,2,3,1,0,2.2,2.6
2023-04-26,718408,R,Final,Angel Stadium,2023-04-27 01:38:00+00:00,Oakland Athletics,Los Angeles Angels,133,108,,,3,8,1,0,3.8,3.4
2023-04-26,718411,R,Final,Truist Park,2023-04-26 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,3,0,0,0,1.6,2.5
2023-04-26,718412,R,Final,Citi Field,2023-04-26 23:10:00+00:00,Washington Nationals,New York Mets,120,121,,,2,1,0,0,2.5,2.8
2023-04-26,718415,R,Final,Citizens Bank Park,2023-04-26 22:40:00+00:00,Seattle Mariners,Philadelphia Phillies,136,143,,,5,4,0,0,3.7,2.9
2023-04-26,718414,R,Final,Tropicana Field,2023-04-26 22:40:00+00:00,Houston Astros,Tampa Bay Rays,117,139,,,1,0,0,0,2.5,3.9
2023-04-26,718413,R,Final,PNC Park,2023-04-26 22:35:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,0,2,1,0,2.0,2.3
2023-04-26,718407,R,Final,Wrigley Field,2023-04-26 23:40:00+00:00,San Diego Padres,Chicago Cubs,135,112,,,2,3,1,0,2.6,4.0
2023-04-26,718419,R,Final,American Family Field,2023-04-26 17:40:00+00:00,Detroit Tigers,Milwaukee Brewers,116,158,,,2,5,1,0,1.7,3.1
2023-04-26,718417,R,Final,Target Field,2023-04-26 17:10:00+00:00,New York Yankees,Minnesota Twins,147,142,,,11,3,0,0,3.8,2.4
2023-04-26,718421,R,Final,Progressive Field,2023-04-26 17:10:00+00:00,Colorado Rockies,Cleveland Guardians,115,114,,,0,3,1,0,2.3,1.7
2023-04-26,718420,R,Final,Rogers Centre,2023-04-26 17:07:00+00:00,Chicago White Sox,Toronto Blue Jays,145,141,,,0,4,1,0,1.8,3.5
2023-04-26,718416,R,Final,Oriole Park at Camden Yards,2023-04-26 17:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,1,4,1,0,2.5,3.3
2023-04-26,718424,R,Final,Great American Ball Park,2023-04-26 16:35:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,,2,3,1,0,3.7,2.8
2023-04-26,718418,R,Final,Chase Field,2023-04-26 19:40:00+00:00,Kansas City Royals,Arizona Diamondbacks,118,109,,,0,2,1,0,2.1,2.6
2023-04-27,718397,R,Final,Globe Life Field,2023-04-28 00:05:00+00:00,New York Yankees,Texas Rangers,147,140,,,3,0,0,0,3.9,3.2
2023-04-27,718400,R,Final,Target Field,2023-04-27 23:40:00+00:00,Kansas City Royals,Minnesota Twins,118,142,,,1,7,1,0,2.1,3.0
2023-04-27,718396,R,Final,Guaranteed Rate Field,2023-04-27 23:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,,7,2,0,0,4.2,2.5
2023-04-27,718398,R,Final,Citi Field,2023-04-27 23:10:00+00:00,Washington Nationals,New York Mets,120,121,,,1,4,1,0,2.1,2.8
2023-04-27,718405,R,Final,Comerica Park,2023-04-27 22:40:00+00:00,Baltimore Orioles,Detroit Tigers,110,116,,,2,3,1,0,2.4,2.2
2023-04-27,718409,R,Final,Oracle Park,2023-04-27 19:45:00+00:00,St. Louis Cardinals,San Francisco Giants,138,137,,,0,0,0,1,2.1,2.5
2023-04-27,718406,R,Final,Wrigley Field,2023-04-27 18:20:00+00:00,San Diego Padres,Chicago Cubs,135,112,,,1,4,1,0,1.9,4.2
2023-04-27,718404,R,Final,Citizens Bank Park,2023-04-27 17:05:00+00:00,Seattle Mariners,Philadelphia Phillies,136,143,,,0,1,1,0,3.4,2.6
2023-04-27,718403,R,Final,PNC Park,2023-04-27 16:35:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,2,3,1,0,1.9,2.5
2023-04-27,718410,R,Final,Truist Park,2023-04-27 16:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,0,4,1,0,1.0,2.8
2023-04-27,718402,R,Final,Angel Stadium,2023-04-27 20:07:00+00:00,Oakland Athletics,Los Angeles Angels,133,108,,,5,7,1,0,4.2,3.5
2023-04-28,718386,R,Final,American Family Field,2023-04-29 00:10:00+00:00,Los Angeles Angels,Milwaukee Brewers,108,158,,,1,1,0,1,2.5,2.6
2023-04-28,718399,R,Postponed,Nationals Park,2023-04-28 23:05:00+00:00,Pittsburgh Pirates,Washington Nationals,134,120,,,8,0,0,0,4.3,2.1
2023-04-28,718382,R,Final,Dodger Stadium,2023-04-29 02:10:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,138,119,,,2,5,1,0,2.1,3.0
2023-04-28,718380,R,Final,Oakland Coliseum,2023-04-29 01:40:00+00:00,Cincinnati Reds,Oakland Athletics,113,133,,,5,1,0,0,1.8,2.1
2023-04-28,718390,R,Final,Coors Field,2023-04-29 00:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,1,1,0,1,1.9,2.4
2023-04-28,718389,R,Final,Minute Maid Park,2023-04-29 00:10:00+00:00,Philadelphia Phillies,Houston Astros,143,117,,,2,1,0,0,3.5,2.6
2023-04-28,718401,R,Postponed,Comerica Park,2023-04-28 22:40:00+00:00,Baltimore Orioles,Detroit Tigers,110,116,,,4,0,0,0,2.5,1.9
2023-04-28,718393,R,Final,Guaranteed Rate Field,2023-04-28 23:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,,2,2,0,1,4.0,2.7
2023-04-28,718394,R,Completed Early,Citi Field,2023-04-28 23:10:00+00:00,Atlanta Braves,New York Mets,144,121,,,4,0,0,0,4.0,1.9
2023-04-28,718395,R,Final,Fenway Park,2023-04-28 23:10:00+00:00,Cleveland Guardians,Boston Red Sox,114,111,,,4,2,0,0,2.4,2.8
2023-04-28,718392,R,Final,Rogers Centre,2023-04-28 23:07:00+00:00,Seattle Mariners,Toronto Blue Jays,136,141,,,2,2,0,1,2.7,3.2
2023-04-28,718391,R,Final,loanDepot park,2023-04-28 22:40:00+00:00,Chicago Cubs,Miami Marlins,112,146,,,1,1,0,1,2.2,1.6
2023-04-28,718387,R,Final,Target Field,2023-04-28 20:10:00+00:00,Kansas City Royals,Minnesota Twins,118,142,,,2,8,1,0,2.2,3.5
2023-04-28,718388,R,Final,Globe Life Field,2023-04-29 00:05:00+00:00,New York Yankees,Texas Rangers,147,140,,,1,5,1,0,3.7,3.7
2023-04-29,718371,R,Postponed,Citi Field,2023-04-29 20:05:00+00:00,Atlanta Braves,New York Mets,144,121,,,5,0,0,0,3.9,1.6
2023-04-29,718369,R,Final,Dodger Stadium,2023-04-30 01:10:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,138,119,,,0,1,1,0,1.9,3.0
2023-04-29,718366,R,Final,Coors Field,2023-04-30 00:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,8,1,0,0,2.6,2.3
2023-04-29,718376,R,Final,American Family Field,2023-04-29 23:10:00+00:00,Los Angeles Angels,Milwaukee Brewers,108,158,,,1,7,1,0,2.6,3.1
2023-04-29,718373,R,Final,Guaranteed Rate Field,2023-04-29 23:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,,0,2,1,0,3.6,2.5
2023-04-29,718374,R,Final,Globe Life Field,2023-04-29 23:05:00+00:00,New York Yankees,Texas Rangers,147,140,,,0,2,1,0,3.3,3.8
2023-04-29,718384,R,Final,Estadio Alfredo Harp Helu,2023-04-29 22:05:00+00:00,San Francisco Giants,San Diego Padres,137,135,,,8,10,1,0,3.7,2.6
2023-04-29,718372,R,Final,Minute Maid Park,2023-04-29 21:10:00+00:00,Philadelphia Phillies,Houston Astros,143,117,,,2,0,0,0,3.3,2.2
2023-04-29,718385,R,Final,Fenway Park,2023-04-29 20:10:00+00:00,Cleveland Guardians,Boston Red Sox,114,111,,,1,5,1,0,2.0,3.2
2023-04-29,718377,R,Final,Oakland Coliseum,2023-04-29 20:07:00+00:00,Cincinnati Reds,Oakland Athletics,113,133,,,1,2,1,0,1.8,1.5
2023-04-29,718375,R,Final,loanDepot park,2023-04-29 20:05:00+00:00,Chicago Cubs,Miami Marlins,112,146,,,2,7,1,0,1.8,2.2
2023-04-29,718379,R,Final,Rogers Centre,2023-04-29 19:07:00+00:00,Seattle Mariners,Toronto Blue Jays,136,141,,,0,0,0,1,2.5,2.8
2023-04-29,718378,R,Final,Target Field,2023-04-29 18:10:00+00:00,Kansas City Royals,Minnesota Twins,118,142,,,1,1,0,1,2.1,3.3
2023-04-29,718383,R,Final,Nationals Park,2023-04-29 17:05:00+00:00,Pittsburgh Pirates,Washington Nationals,134,120,,,2,2,0,1,4.2,1.9
2023-04-29,718381,R,Final,Comerica Park,2023-04-29 16:10:00+00:00,Baltimore Orioles,Detroit Tigers,110,116,,,1,5,1,0,2.4,2.2
2023-04-30,718354,R,Final,Minute Maid Park,2023-04-30 23:10:00+00:00,Philadelphia Phillies,Houston Astros,143,117,,,2,4,1,0,3.5,2.4
2023-04-30,718359,R,Final,Dodger Stadium,2023-04-30 20:10:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,138,119,,,3,5,1,0,1.9,2.6
2023-04-30,718357,R,Final,Oakland Coliseum,2023-04-30 20:07:00+00:00,Cincinnati Reds,Oakland Athletics,113,133,,,1,3,1,0,1.7,1.6
2023-04-30,718361,R,Postponed,Citi Field,2023-04-30 17:40:00+00:00,Atlanta Braves,New York Mets,144,121,,,0,2,1,0,3.5,1.5
2023-04-30,718368,R,Final,Estadio Alfredo Harp Helu,2023-04-30 20:05:00+00:00,San Francisco Giants,San Diego Padres,137,135,,,4,3,0,0,3.4,2.6
2023-04-30,718358,R,Final,Coors Field,2023-04-30 19:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,1,6,1,0,2.5,2.8
2023-04-30,718356,R,Final,Globe Life Field,2023-04-30 18:35:00+00:00,New York Yankees,Texas Rangers,147,140,,,1,8,1,0,3.0,4.4
2023-04-30,718363,R,Final,Rogers Centre,2023-04-30 17:37:00+00:00,Seattle Mariners,Toronto Blue Jays,136,141,,,4,8,1,0,2.6,3.5
2023-04-30,718355,R,Final,Guaranteed Rate Field,2023-04-30 18:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,,2,1,0,0,3.5,2.3
2023-04-30,718362,R,Final,Target Field,2023-04-30 18:10:00+00:00,Kansas City Royals,Minnesota Twins,118,142,,,0,8,1,0,1.5,4.0
2023-04-30,718360,R,Final,Comerica Park,2023-04-30 17:40:00+00:00,Baltimore Orioles,Detroit Tigers,110,116,,,4,3,0,0,2.1,2.4
2023-04-30,718367,R,Final,Nationals Park,2023-04-30 17:35:00+00:00,Pittsburgh Pirates,Washington Nationals,134,120,,,1,7,1,0,4.2,2.6
2023-04-30,718370,R,Final,Fenway Park,2023-04-30 17:35:00+00:00,Cleveland Guardians,Boston Red Sox,114,111,,,0,2,1,0,1.7,3.4
2023-04-30,718364,R,Final,loanDepot park,2023-04-30 16:05:00+00:00,Chicago Cubs,Miami Marlins,112,146,,,2,3,1,0,1.9,2.4
2023-04-30,718365,R,Final,American Family Field,2023-04-30 18:10:00+00:00,Los Angeles Angels,Milwaukee Brewers,108,158,,,2,0,0,0,2.6,3.1
2023-05-01,718343,R,Final,Dodger Stadium,2023-05-02 02:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,143,119,,,3,9,1,0,3.6,3.1
2023-05-01,718345,R,Final,Petco Park,2023-05-02 01:40:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,,3,6,1,0,2.0,2.7
2023-05-01,718350,R,Final,Minute Maid Park,2023-05-02 00:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,,2,2,0,1,3.5,2.2
2023-05-01,718353,R,Final,Fenway Park,2023-05-01 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,3,2,0,0,1.6,3.3
2023-05-01,718349,R,Final,Nationals Park,2023-05-01 23:05:00+00:00,Chicago Cubs,Washington Nationals,112,120,,,4,1,0,0,2.2,2.2
2023-05-01,718352,R,Final,Citi Field,2023-05-01 17:10:00+00:00,Atlanta Braves,New York Mets,144,121,,,6,4,0,0,3.6,1.7
2023-05-01,718351,R,Final,Yankee Stadium,2023-05-01 23:05:00+00:00,Cleveland Guardians,New York Yankees,114,147,,,0,2,1,0,1.7,1.9
2023-05-02,718342,R,Final,Globe Life Field,2023-05-03 00:05:00+00:00,Arizona Diamondbacks,Texas Rangers,109,140,,,4,3,0,0,2.8,4.3
2023-05-02,718331,R,Final,Dodger Stadium,2023-05-03 02:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,143,119,,,1,4,1,0,3.2,3.4
2023-05-02,718332,R,Final,Oakland Coliseum,2023-05-03 01:40:00+00:00,Seattle Mariners,Oakland Athletics,136,133,,,0,0,0,1,2.4,1.6
2023-05-02,718335,R,Final,Petco Park,2023-05-03 01:40:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,,0,1,1,0,1.6,2.7
2023-05-02,718334,R,Final,Coors Field,2023-05-03 00:40:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,,0,2,1,0,2.0,2.7
2023-05-02,718337,R,Final,Minute Maid Park,2023-05-03 00:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,,2,0,0,0,2.9,2.0
2023-05-02,718338,R,Final,Busch Stadium,2023-05-02 23:45:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,,4,1,0,0,2.8,1.7
2023-05-02,718348,R,Postponed,Comerica Park,2023-05-02 22:40:00+00:00,New York Mets,Detroit Tigers,121,116,,,5,4,0,0,2.8,2.4
2023-05-02,718340,R,Final,Guaranteed Rate Field,2023-05-02 23:10:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,,0,0,0,1,2.0,2.2
2023-05-02,718341,R,Final,Fenway Park,2023-05-02 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,6,5,0,0,2.1,3.2
2023-05-02,718339,R,Final,Yankee Stadium,2023-05-02 23:05:00+00:00,Cleveland Guardians,New York Yankees,114,147,,,2,0,0,0,1.9,1.7
2023-05-02,718344,R,Final,Nationals Park,2023-05-02 23:05:00+00:00,Chicago Cubs,Washington Nationals,112,120,,,0,1,1,0,1.9,2.1
2023-05-02,718346,R,Final,loanDepot park,2023-05-02 22:40:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,3,0,0,0,3.1,2.3
2023-05-02,718347,R,Final,Tropicana Field,2023-05-02 22:40:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,,1,3,1,0,4.3,4.2
2023-05-02,718336,R,Final,Kauffman Stadium,2023-05-02 23:40:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,,7,3,0,0,2.6,1.3
2023-05-03,718319,R,Final,Oakland Coliseum,2023-05-04 01:40:00+00:00,Seattle Mariners,Oakland Athletics,136,133,,,0,0,0,1,2.3,1.2
2023-05-03,718315,R,Final,Coors Field,2023-05-04 00:40:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,,0,4,1,0,2.0,2.7
2023-05-03,718320,R,Final,Busch Stadium,2023-05-03 23:45:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,,3,4,1,0,2.5,2.0
2023-05-03,718314,R,Final,Kauffman Stadium,2023-05-03 23:40:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,,0,1,1,0,2.6,1.3
2023-05-03,718322,R,Final,Guaranteed Rate Field,2023-05-03 23:10:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,,4,4,0,1,2.4,2.4
2023-05-03,718323,R,Final,Fenway Park,2023-05-03 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,3,5,1,0,1.9,3.5
2023-05-03,718324,R,Final,Yankee Stadium,2023-05-03 23:05:00+00:00,Cleveland Guardians,New York Yankees,114,147,,,2,2,0,1,1.6,1.5
2023-05-03,718321,R,Final,loanDepot park,2023-05-03 22:40:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,13,4,0,0,3.9,2.2
2023-05-03,718328,R,Final,Tropicana Field,2023-05-03 22:40:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,,1,5,1,0,4.4,4.2
2023-05-03,718327,R,Final,Dodger Stadium,2023-05-03 20:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,143,119,,,5,3,0,0,3.7,3.7
2023-05-03,718330,R,Final,Petco Park,2023-05-03 20:10:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,,0,4,1,0,1.3,3.0
2023-05-03,718326,R,Final,Minute Maid Park,2023-05-03 18:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,,0,0,0,1,2.8,1.7
2023-05-03,718325,R,Final,Globe Life Field,2023-05-03 18:05:00+00:00,Arizona Diamondbacks,Texas Rangers,109,140,,,6,7,1,0,3.4,4.7
2023-05-03,718329,R,Final,Comerica Park,2023-05-03 22:40:00+00:00,New York Mets,Detroit Tigers,121,116,,,1,6,1,0,2.8,2.7
2023-05-03,718333,R,Final,Nationals Park,2023-05-03 23:05:00+00:00,Chicago Cubs,Washington Nationals,112,120,,,1,1,0,1,1.9,1.9
2023-05-04,718313,R,Final,Coors Field,2023-05-04 19:10:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,,3,0,0,0,2.3,2.1
2023-05-04,718316,R,Final,Fenway Park,2023-05-04 22:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,4,8,1,0,2.3,4.2
2023-05-04,718308,R,Final,loanDepot park,2023-05-04 20:10:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,4,3,0,0,3.9,2.4
2023-05-04,718304,R,Final,Oakland Coliseum,2023-05-04 19:37:00+00:00,Seattle Mariners,Oakland Athletics,136,133,,,5,3,0,0,2.0,1.3
2023-05-04,718310,R,Final,Guaranteed Rate Field,2023-05-04 18:10:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,,0,2,1,0,2.4,2.2
2023-05-04,718312,R,Final,Kauffman Stadium,2023-05-04 18:10:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,,8,7,0,0,3.3,2.0
2023-05-04,718311,R,Final,Busch Stadium,2023-05-04 17:15:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,,11,5,0,0,3.5,2.5
2023-05-04,718309,R,Final,Tropicana Field,2023-05-04 17:10:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,,0,2,1,0,4.2,3.6
2023-05-04,718318,R,Final,Comerica Park,2023-05-04 17:10:00+00:00,New York Mets,Detroit Tigers,121,116,,,0,2,1,0,2.7,2.6
2023-05-04,718317,R,Final,Nationals Park,2023-05-04 17:05:00+00:00,Chicago Cubs,Washington Nationals,112,120,,,0,3,1,0,1.8,1.8
2023-05-05,718293,R,Final,Oracle Park,2023-05-06 02:15:00+00:00,Milwaukee Brewers,San Francisco Giants,158,137,,,4,5,1,0,2.4,2.8
2023-05-05,718297,R,Final,T-Mobile Park,2023-05-06 02:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,,4,3,0,0,2.5,2.6
2023-05-05,718295,R,Final,Petco Park,2023-05-06 01:40:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,,1,4,1,0,1.6,2.9
2023-05-05,718296,R,Final,Chase Field,2023-05-06 01:40:00+00:00,Washington Nationals,Arizona Diamondbacks,120,109,,,1,3,1,0,1.9,2.6
2023-05-05,718294,R,Final,Angel Stadium,2023-05-06 01:38:00+00:00,Texas Rangers,Los Angeles Angels,140,108,,,3,0,0,0,3.5,3.1
2023-05-05,718292,R,Final,Busch Stadium,2023-05-06 00:15:00+00:00,Detroit Tigers,St. Louis Cardinals,116,138,,,2,3,1,0,1.8,2.8
2023-05-05,718298,R,Final,Truist Park,2023-05-05 23:20:00+00:00,Baltimore Orioles,Atlanta Braves,110,144,,,2,1,0,0,3.2,2.9
2023-05-05,718299,R,Final,Kauffman Stadium,2023-05-06 00:10:00+00:00,Oakland Athletics,Kansas City Royals,133,118,,,9,3,0,0,4.4,2.3
2023-05-05,718302,R,Final,Citi Field,2023-05-05 23:10:00+00:00,Colorado Rockies,New York Mets,115,121,,,0,1,1,0,2.2,1.6
2023-05-05,718301,R,Final,Citizens Bank Park,2023-05-05 23:05:00+00:00,Boston Red Sox,Philadelphia Phillies,111,143,,,3,3,0,1,2.8,2.0
2023-05-05,718300,R,Final,Tropicana Field,2023-05-05 22:40:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,,0,4,1,0,2.8,3.2
2023-05-05,718305,R,Final,Great American Ball Park,2023-05-05 22:40:00+00:00,Chicago White Sox,Cincinnati Reds,145,113,,,3,4,1,0,2.1,2.7
2023-05-05,718307,R,Final,PNC Park,2023-05-05 22:35:00+00:00,Toronto Blue Jays,Pittsburgh Pirates,141,134,,,4,0,0,0,2.6,2.3
2023-05-05,718303,R,Final,Wrigley Field,2023-05-05 18:20:00+00:00,Miami Marlins,Chicago Cubs,146,112,,,0,3,1,0,1.0,4.3
2023-05-05,718306,R,Final,Progressive Field,2023-05-05 23:10:00+00:00,Minnesota Twins,Cleveland Guardians,142,114,,,0,0,0,1,1.3,1.6
2023-05-06,718283,R,Final,Truist Park,2023-05-06 23:15:00+00:00,Baltimore Orioles,Atlanta Braves,110,144,,,2,3,1,0,3.3,2.6
2023-05-06,718274,R,Final,T-Mobile Park,2023-05-07 01:40:00+00:00,Houston Astros,Seattle Mariners,117,136,,,3,0,0,0,2.1,2.1
2023-05-06,718275,R,Final,Angel Stadium,2023-05-07 01:07:00+00:00,Texas Rangers,Los Angeles Angels,140,108,,,3,0,0,0,3.3,3.0
2023-05-06,718279,R,Final,Petco Park,2023-05-07 00:40:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,,2,0,0,0,1.8,2.9
2023-05-06,718282,R,Final,Chase Field,2023-05-07 00:10:00+00:00,Washington Nationals,Arizona Diamondbacks,120,109,,,2,1,0,0,1.6,2.7
2023-05-06,718287,R,Final,Oracle Park,2023-05-06 23:15:00+00:00,Milwaukee Brewers,San Francisco Giants,158,137,,,0,3,1,0,1.7,2.8
2023-05-06,718284,R,Final,Citizens Bank Park,2023-05-06 23:15:00+00:00,Boston Red Sox,Philadelphia Phillies,111,143,,,5,3,0,0,3.3,2.3
2023-05-06,718288,R,Final,Busch Stadium,2023-05-06 18:15:00+00:00,Detroit Tigers,St. Louis Cardinals,116,138,,,3,5,1,0,1.8,3.3
2023-05-06,718281,R,Final,Great American Ball Park,2023-05-06 22:40:00+00:00,Chicago White Sox,Cincinnati Reds,145,113,,,3,4,1,0,2.0,3.0
2023-05-06,718286,R,Final,PNC Park,2023-05-06 22:35:00+00:00,Toronto Blue Jays,Pittsburgh Pirates,141,134,,,7,0,0,0,2.9,2.1
2023-05-06,718285,R,Final,Progressive Field,2023-05-06 22:10:00+00:00,Minnesota Twins,Cleveland Guardians,142,114,,,0,3,1,0,1.3,1.7
2023-05-06,718291,R,Final,Tropicana Field,2023-05-06 20:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,,0,2,1,0,2.0,2.9
2023-05-06,718290,R,Final,Citi Field,2023-05-06 20:10:00+00:00,Colorado Rockies,New York Mets,115,121,,,3,2,0,0,2.4,1.7
2023-05-06,718289,R,Final,Wrigley Field,2023-05-06 18:20:00+00:00,Miami Marlins,Chicago Cubs,146,112,,,2,1,0,0,1.1,3.3
2023-05-06,718280,R,Final,Kauffman Stadium,2023-05-06 23:10:00+00:00,Oakland Athletics,Kansas City Royals,133,118,,,5,4,0,0,4.5,2.4
2023-05-07,718266,R,Final,Petco Park,2023-05-07 23:10:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,,0,2,1,0,1.5,3.1
2023-05-07,718262,R,Final,Great American Ball Park,2023-05-07 20:10:00+00:00,Chicago White Sox,Cincinnati Reds,145,113,,,17,4,0,0,3.5,2.6
