game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher,away_runs_through5,home_runs_through5,home_leading_after5,tied_after5,away_runs_last10,home_runs_last10
2021-04-01,634642,R,Final,Yankee Stadium,2021-04-01 17:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,,1,2,1,0,,
2021-04-01,634625,R,Final,T-Mobile Park,2021-04-02 02:10:00+00:00,San Francisco Giants,Seattle Mariners,137,136,,,5,0,0,0,,
2021-04-01,634640,R,Final,Oakland Coliseum,2021-04-02 02:07:00+00:00,Houston Astros,Oakland Athletics,117,133,,,1,0,0,0,,
2021-04-01,634655,R,Final,Angel Stadium,2021-04-02 02:05:00+00:00,Chicago White Sox,Los Angeles Angels,145,108,,,3,2,0,0,,
2021-04-01,634647,R,Postponed,Nationals Park,2021-04-01 23:09:00+00:00,New York Mets,Washington Nationals,121,120,,,5,1,0,0,,
2021-04-01,634652,R,Final,loanDepot park,2021-04-01 20:10:00+00:00,Tampa Bay Rays,Miami Marlins,139,146,,,0,0,0,1,,
2021-04-01,634636,R,Final,Great American Ball Park,2021-04-01 20:10:00+00:00,St. Louis Cardinals,Cincinnati Reds,138,113,,,11,6,0,0,,
2021-04-01,634630,R,Final,Kauffman Stadium,2021-04-01 20:10:00+00:00,Texas Rangers,Kansas City Royals,140,118,,,8,10,1,0,,
2021-04-01,634615,R,Final,Coors Field,2021-04-01 20:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,119,115,,,2,4,1,0,,
2021-04-01,634622,R,Final,Citizens Bank Park,2021-04-01 19:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,0,2,1,0,,
2021-04-01,634634,R,Final,Wrigley Field,2021-04-01 18:20:00+00:00,Pittsburgh Pirates,Chicago Cubs,134,112,,,4,2,0,0,,
2021-04-01,634638,R,Final,American Family Field,2021-04-01 18:10:00+00:00,Minnesota Twins,Milwaukee Brewers,142,158,,,3,2,0,0,,
2021-04-01,634627,R,Postponed,Fenway Park,2021-04-01 18:10:00+00:00,Baltimore Orioles,Boston Red Sox,110,111,,,0,0,0,1,,
2021-04-01,634645,R,Final,Comerica Park,2021-04-01 17:10:00+00:00,Cleveland Indians,Detroit Tigers,114,116,,,0,3,1,0,,
2021-04-01,634618,R,Final,Petco Park,2021-04-01 20:10:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,,7,6,0,0,,
2021-04-02,634576,R,Final,Petco Park,2021-04-03 02:10:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,,0,3,1,0,,
2021-04-02,634605,R,Final,Oakland Coliseum,2021-04-03 01:40:00+00:00,Houston Astros,Oakland Athletics,117,133,,,5,2,0,0,,
2021-04-02,634578,R,Final,T-Mobile Park,2021-04-03 02:10:00+00:00,San Francisco Giants,Seattle Mariners,137,136,,,1,3,1,0,,
2021-04-02,634653,R,Final,Coors Field,2021-04-03 00:40:00+00:00,Los Angeles Dodgers,Colorado Rockies,119,115,,,8,0,0,0,,
2021-04-02,634602,R,Final,loanDepot park,2021-04-02 23:10:00+00:00,Tampa Bay Rays,Miami Marlins,139,146,,,0,0,0,1,,
2021-04-02,634631,R,Final,Angel Stadium,2021-04-03 01:38:00+00:00,Chicago White Sox,Los Angeles Angels,145,108,,,7,6,0,0,,
2021-04-03,634639,R,Final,T-Mobile Park,2021-04-04 01:10:00+00:00,San Francisco Giants,Seattle Mariners,137,136,,,0,3,1,0,,
2021-04-03,634646,R,Final,Angel Stadium,2021-04-04 01:07:00+00:00,Chicago White Sox,Los Angeles Angels,145,108,,,2,2,0,1,,
2021-04-03,634623,R,Final,Petco Park,2021-04-04 00:40:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,,0,5,1,0,,
2021-04-03,634633,R,Final,Coors Field,2021-04-04 00:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,119,115,,,0,2,1,0,,
2021-04-03,634575,R,Final,American Family Field,2021-04-03 23:10:00+00:00,Minnesota Twins,Milwaukee Brewers,142,158,,,0,0,0,1,,
2021-04-03,634596,R,Final,loanDepot park,2021-04-03 22:10:00+00:00,Tampa Bay Rays,Miami Marlins,139,146,,,6,6,0,1,,
2021-04-03,634629,R,Final,Oakland Coliseum,2021-04-03 20:07:00+00:00,Houston Astros,Oakland Athletics,117,133,,,5,1,0,0,,
2021-04-03,634654,R,Final,Great American Ball Park,2021-04-03 20:10:00+00:00,St. Louis Cardinals,Cincinnati Reds,138,113,,,2,8,1,0,,
2021-04-03,634580,R,Final,Citizens Bank Park,2021-04-03 20:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,0,3,1,0,,
2021-04-03,634643,R,Final,Wrigley Field,2021-04-03 18:20:00+00:00,Pittsburgh Pirates,Chicago Cubs,134,112,,,1,3,1,0,,
2021-04-03,634604,R,Final,Kauffman Stadium,2021-04-03 18:10:00+00:00,Texas Rangers,Kansas City Royals,140,118,,,4,3,0,0,,
2021-04-03,634577,R,Final,Fenway Park,2021-04-03 17:10:00+00:00,Baltimore Orioles,Boston Red Sox,110,111,,,3,2,0,0,,
2021-04-03,634573,R,Final,Comerica Park,2021-04-03 17:10:00+00:00,Cleveland Indians,Detroit Tigers,114,116,,,1,2,1,0,,
2021-04-03,634644,R,Final,Yankee Stadium,2021-04-03 17:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,,2,3,1,0,,
2021-04-03,634620,R,Postponed,Nationals Park,2021-04-03 20:05:00+00:00,New York Mets,Washington Nationals,121,120,,,0,4,1,0,,
2021-04-04,634597,R,Final,American Family Field,2021-04-04 18:10:00+00:00,Minnesota Twins,Milwaukee Brewers,142,158,,,2,1,0,0,,
2021-04-04,634637,R,Final,Angel Stadium,2021-04-05 00:37:00+00:00,Chicago White Sox,Los Angeles Angels,145,108,,,3,4,1,0,,
2021-04-04,634651,R,Final,Oakland Coliseum,2021-04-04 20:07:00+00:00,Houston Astros,Oakland Athletics,117,133,,,5,2,0,0,,
2021-04-04,634557,R,Final,Coors Field,2021-04-04 19:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,119,115,,,3,0,0,0,,
2021-04-04,634613,R,Final,Wrigley Field,2021-04-04 18:20:00+00:00,Pittsburgh Pirates,Chicago Cubs,134,112,,,0,3,1,0,,
2021-04-04,634593,R,Final,Kauffman Stadium,2021-04-04 18:10:00+00:00,Texas Rangers,Kansas City Royals,140,118,,,6,0,0,0,,
2021-04-04,634572,R,Final,Petco Park,2021-04-04 20:10:00+00:00,Arizona Diamondbacks,San Diego Padres,109,135,,,3,0,0,0,,
2021-04-04,634610,R,Final,Fenway Park,2021-04-04 17:10:00+00:00,Baltimore Orioles,Boston Red Sox,110,111,,,10,2,0,0,,
2021-04-04,634560,R,Final,Great American Ball Park,2021-04-04 17:10:00+00:00,St. Louis Cardinals,Cincinnati Reds,138,113,,,1,4,1,0,,
2021-04-04,634617,R,Final,Citizens Bank Park,2021-04-04 17:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,0,1,1,0,,
2021-04-04,634607,R,Final,Yankee Stadium,2021-04-04 17:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,,3,1,0,0,,
2021-04-04,634556,R,Postponed,Nationals Park,2021-04-04 17:05:00+00:00,New York Mets,Washington Nationals,121,120,,,9,3,0,0,,
2021-04-04,634611,R,Final,Comerica Park,2021-04-04 17:10:00+00:00,Cleveland Indians,Detroit Tigers,114,116,,,1,3,1,0,,
2021-04-05,634591,R,Final,Petco Park,2021-04-06 02:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,,2,1,0,0,,
2021-04-05,634551,R,Final,T-Mobile Park,2021-04-06 02:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,,6,0,0,0,,
2021-04-05,634600,R,Final,Oakland Coliseum,2021-04-06 01:40:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,,7,0,0,0,,
2021-04-05,634552,R,Final,Angel Stadium,2021-04-06 01:38:00+00:00,Houston Astros,Los Angeles Angels,117,108,,,4,3,0,0,,
2021-04-05,634566,R,Final,Wrigley Field,2021-04-05 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,,0,4,1,0,,
2021-04-05,634601,R,Final,Fenway Park,2021-04-05 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,139,111,,,0,5,1,0,,
2021-04-05,634606,R,Final,Citizens Bank Park,2021-04-05 23:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,,2,0,0,0,,
2021-04-05,634558,R,Final,Great American Ball Park,2021-04-05 22:40:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,,2,2,0,1,,
2021-04-05,634587,R,Final,Yankee Stadium,2021-04-05 22:35:00+00:00,Baltimore Orioles,New York Yankees,110,147,,,0,6,1,0,,
2021-04-05,634616,R,Final,Progressive Field,2021-04-05 20:10:00+00:00,Kansas City Royals,Cleveland Indians,118,114,,,2,0,0,0,,
2021-04-05,634612,R,Final,Globe Life Field,2021-04-05 20:05:00+00:00,Toronto Blue Jays,Texas Rangers,141,140,,,4,1,0,0,,
2021-04-05,634595,R,Postponed,Nationals Park,2021-04-05 20:05:00+00:00,Atlanta Braves,Washington Nationals,144,120,,,0,0,0,1,,
2021-04-05,634588,R,Final,Comerica Park,2021-04-05 17:10:00+00:00,Minnesota Twins,Detroit Tigers,142,116,,,11,1,0,0,,
2021-04-05,634562,R,Final,loanDepot park,2021-04-05 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,,4,1,0,0,,
2021-04-06,634609,R,Final,T-Mobile Park,2021-04-07 02:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,,5,3,0,0,,
2021-04-06,634529,R,Final,Petco Park,2021-04-07 02:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,,1,1,0,1,,
2021-04-06,634628,R,Final,Oakland Coliseum,2021-04-07 01:40:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,,4,1,0,0,,
2021-04-06,634619,R,Final,Coors Field,2021-04-07 00:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,1,3,1,0,,
2021-04-06,634635,R,Final,Globe Life Field,2021-04-07 00:05:00+00:00,Toronto Blue Jays,Texas Rangers,141,140,,,1,5,1,0,,
2021-04-06,634559,R,Final,Wrigley Field,2021-04-06 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,,4,0,0,0,,
2021-04-06,634590,R,Final,Fenway Park,2021-04-06 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,139,111,,,2,1,0,0,,
2021-04-06,634594,R,Final,loanDepot park,2021-04-06 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,,0,2,1,0,,
2021-04-06,634530,R,Final,Great American Ball Park,2021-04-06 22:40:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,,0,12,1,0,,
2021-04-06,634599,R,Final,Yankee Stadium,2021-04-06 22:35:00+00:00,Baltimore Orioles,New York Yankees,110,147,,,0,3,1,0,,
2021-04-06,634586,R,Final,Angel Stadium,2021-04-06 20:07:00+00:00,Houston Astros,Los Angeles Angels,117,108,,,2,2,0,1,,
2021-04-06,634624,R,Final,Nationals Park,2021-04-06 20:05:00+00:00,Atlanta Braves,Washington Nationals,144,120,,,4,4,0,1,,
2021-04-06,634603,R,Final,Comerica Park,2021-04-06 17:10:00+00:00,Minnesota Twins,Detroit Tigers,142,116,,,1,3,1,0,,
2021-04-06,634608,R,Final,Citizens Bank Park,2021-04-06 23:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,,2,1,0,0,,
2021-04-07,634542,R,Final,Coors Field,2021-04-08 00:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,0,5,1,0,,
2021-04-07,634539,R,Final,Yankee Stadium,2021-04-07 22:35:00+00:00,Baltimore Orioles,New York Yankees,110,147,,,2,1,0,0,,
2021-04-07,634592,R,Final,T-Mobile Park,2021-04-07 20:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,,3,1,0,0,,
2021-04-07,634585,R,Final,loanDepot park,2021-04-07 20:10:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,,0,0,0,1,,
2021-04-07,634563,R,Final,Petco Park,2021-04-07 20:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,,2,1,0,0,,
2021-04-07,634626,R,Final,Citizens Bank Park,2021-04-07 20:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,,1,7,1,0,,
2021-04-07,634567,R,Final,Oakland Coliseum,2021-04-07 19:37:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,,1,1,0,1,,
2021-04-07,634583,R,Final,Globe Life Field,2021-04-07 18:05:00+00:00,Toronto Blue Jays,Texas Rangers,141,140,,,0,2,1,0,,
2021-04-07,634641,R,Final,Fenway Park,2021-04-07 17:10:00+00:00,Tampa Bay Rays,Boston Red Sox,139,111,,,1,9,1,0,,
2021-04-07,634598,R,Final,Comerica Park,2021-04-07 17:10:00+00:00,Minnesota Twins,Detroit Tigers,142,116,,,1,2,1,0,,
2021-04-07,634589,R,Final,Progressive Field,2021-04-07 17:10:00+00:00,Kansas City Royals,Cleveland Indians,118,114,,,1,0,0,0,,
2021-04-07,634570,R,Final,Great American Ball Park,2021-04-07 16:35:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,,0,8,1,0,,
2021-04-07,634527,R,Final,Nationals Park,2021-04-07 16:05:00+00:00,Atlanta Braves,Washington Nationals,144,120,,,6,5,0,0,,
2021-04-07,634549,R,Final,Wrigley Field,2021-04-07 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,,0,0,0,1,,
2021-04-08,634568,R,Final,Busch Stadium,2021-04-08 20:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,,1,0,0,0,,
2021-04-08,634546,R,Final,Minute Maid Park,2021-04-09 00:10:00+00:00,Oakland Athletics,Houston Astros,133,117,,,0,2,1,0,,
2021-04-08,634545,R,Final,TD Ballpark,2021-04-08 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,,4,3,0,0,,
2021-04-08,634565,R,Final,Guaranteed Rate Field,2021-04-08 20:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,,0,4,1,0,,
2021-04-08,634555,R,Final,PNC Park,2021-04-08 17:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,,1,2,1,0,,
2021-04-08,634564,R,Final,Coors Field,2021-04-08 19:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,,0,4,1,0,,
2021-04-08,634544,R,Final,Oriole Park at Camden Yards,2021-04-08 19:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,2,3,1,0,,
2021-04-08,634550,R,Final,Target Field,2021-04-08 20:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,,1,7,1,0,,
2021-04-08,634584,R,Final,Citi Field,2021-04-08 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,,0,1,1,0,,
2021-04-09,634540,R,Final,Chase Field,2021-04-10 01:40:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,,4,0,0,0,,
2021-04-09,634537,R,Final,Minute Maid Park,2021-04-10 00:10:00+00:00,Oakland Athletics,Houston Astros,133,117,,,1,1,0,1,,
2021-04-09,634478,R,Final,Globe Life Field,2021-04-10 00:05:00+00:00,San Diego Padres,Texas Rangers,135,140,,,3,0,0,0,,
2021-04-09,634505,R,Final,Progressive Field,2021-04-09 23:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,,0,3,1,0,,
2021-04-09,634534,R,Final,Truist Park,2021-04-09 23:20:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,,1,3,1,0,,
2021-04-09,634494,R,Final,Oracle Park,2021-04-09 20:35:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,,0,0,0,1,,
2021-04-09,634533,R,Final,Dodger Stadium,2021-04-09 20:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,,0,0,0,1,,
2021-04-09,634499,R,Final,Tropicana Field,2021-04-09 19:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,,4,9,1,0,,
2021-04-09,634512,R,Final,TD Ballpark,2021-04-09 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,,7,0,0,0,,
2021-04-10,632195,R,Final,PNC Park,2021-04-10 22:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,,1,7,1,0,,
2021-04-10,632191,R,Final,Dodger Stadium,2021-04-11 01:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,,1,6,1,0,,
2021-04-10,634484,R,Final,Chase Field,2021-04-11 00:10:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,,2,6,1,0,,
2021-04-10,634524,R,Final,Truist Park,2021-04-10 23:20:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,,3,3,0,1,,
2021-04-10,634491,R,Final,Oriole Park at Camden Yards,2021-04-10 23:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,2,2,0,1,,
2021-04-10,632193,R,Final,Globe Life Field,2021-04-10 23:05:00+00:00,San Diego Padres,Texas Rangers,135,140,,,3,4,1,0,,
2021-04-10,632218,R,Final,Progressive Field,2021-04-10 22:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,,0,6,1,0,,
2021-04-10,632227,R,Final,TD Ballpark,2021-04-10 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,,1,14,1,0,,
2021-04-10,632169,R,Final,Oracle Park,2021-04-10 20:05:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,,3,1,0,0,,
2021-04-10,632222,R,Final,Busch Stadium,2021-04-10 18:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,,3,0,0,0,,
2021-04-10,634656,R,Postponed,Guaranteed Rate Field,2021-04-10 18:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,,5,2,0,0,,
2021-04-10,632205,R,Final,Target Field,2021-04-10 18:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,,2,2,0,1,,
2021-04-10,632217,R,Final,Tropicana Field,2021-04-10 17:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,,0,4,1,0,,
2021-04-10,632201,R,Final,Citi Field,2021-04-10 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,,1,0,0,0,,
2021-04-10,632202,R,Final,Minute Maid Park,2021-04-10 20:05:00+00:00,Oakland Athletics,Houston Astros,133,117,,,4,0,0,0,,
2021-04-11,632207,R,Final,Truist Park,2021-04-11 23:08:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,,5,5,0,1,,
2021-04-11,632214,R,Final,Dodger Stadium,2021-04-11 20:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,,0,1,1,0,,
2021-04-11,632209,R,Final,Chase Field,2021-04-11 20:10:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,,0,7,1,0,,
2021-04-11,632188,R,Final,Oracle Park,2021-04-11 20:05:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,,0,2,1,0,,
2021-04-11,632233,R,Final,Globe Life Field,2021-04-11 18:35:00+00:00,San Diego Padres,Texas Rangers,135,140,,,1,0,0,0,,
2021-04-11,632196,R,Final,Busch Stadium,2021-04-11 18:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,,7,1,0,0,,
2021-04-11,632215,R,Final,Target Field,2021-04-11 18:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,,0,6,1,0,,
2021-04-11,632170,R,Final,Guaranteed Rate Field,2021-04-11 18:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,,1,1,0,1,,
2021-04-11,632228,R,Final,Progressive Field,2021-04-11 17:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,,1,2,1,0,,
2021-04-11,632192,R,Final,Citi Field,2021-04-11 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,,3,1,0,0,,
2021-04-11,632208,R,Postponed,TD Ballpark,2021-04-11 17:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,,4,3,0,0,,
2021-04-11,632225,R,Final,PNC Park,2021-04-11 17:05:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,,1,5,1,0,,
2021-04-11,632200,R,Final,Oriole Park at Camden Yards,2021-04-11 17:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,,9,1,0,0,,
2021-04-11,632232,R,Final,Tropicana Field,2021-04-11 17:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,,3,4,1,0,,
2021-04-12,632230,R,Final,Busch Stadium,2021-04-12 23:45:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,,1,1,0,1,,
2021-04-12,632231,R,Final,Chase Field,2021-04-13 01:40:00+00:00,Oakland Athletics,Arizona Diamondbacks,133,109,,,6,2,0,0,,
2021-04-12,632220,R,Final,Minute Maid Park,2021-04-13 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,,6,0,0,0,,
2021-04-12,634648,R,Final,Oracle Park,2021-04-13 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,,2,0,0,0,,
2021-04-12,632216,R,Final,Guaranteed Rate Field,2021-04-13 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,,2,3,1,0,,
2021-04-12,632197,R,Final,Kauffman Stadium,2021-04-13 00:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,,4,0,0,0,,
2021-04-12,632221,R,Final,American Family Field,2021-04-12 23:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,,1,0,0,0,,
2021-04-12,632224,R,Postponed,Oriole Park at Camden Yards,2021-04-12 23:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,,4,6,1,0,,
2021-04-12,632226,R,Postponed,Citi Field,2021-04-12 23:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,,0,3,1,0,,
2021-04-12,632204,R,Final,Tropicana Field,2021-04-12 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,,0,0,0,1,,
2021-04-12,632203,R,Final,TD Ballpark,2021-04-12 23:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,,2,1,0,0,,
2021-04-12,632198,R,Final,PNC Park,2021-04-12 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,,1,1,0,1,,
2021-04-12,632223,R,Postponed,Target Field,2021-04-12 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,,6,1,0,0,,
2021-04-12,632219,R,Final,Truist Park,2021-04-12 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,1,2,1,0,,
2021-04-13,632212,R,Final,Dodger Stadium,2021-04-14 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,,0,6,1,0,,
2021-04-13,632229,R,Final,Minute Maid Park,2021-04-14 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,,7,1,0,0,,
2021-04-13,632210,R,Final,Kauffman Stadium,2021-04-14 00:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,,1,3,1,0,,
2021-04-13,632199,R,Final,Guaranteed Rate Field,2021-04-14 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,,0,0,0,1,,
2021-04-13,634502,R,Final,Busch Stadium,2021-04-13 23:45:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,,1,14,1,0,,
2021-04-13,632194,R,Final,American Family Field,2021-04-13 23:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,,1,2,1,0,,
2021-04-13,632211,R,Final,Truist Park,2021-04-13 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,8,6,0,0,,
2021-04-13,634510,R,Final,Oracle Park,2021-04-14 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,,5,4,0,0,,
2021-04-13,634569,R,Final,TD Ballpark,2021-04-13 23:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,,0,6,1,0,,
2021-04-13,634535,R,Final,PNC Park,2021-04-13 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,,4,7,1,0,,
2021-04-13,632189,R,Final,Citi Field,2021-04-13 20:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,,1,2,1,0,,
2021-04-13,632213,R,Final,Oriole Park at Camden Yards,2021-04-13 20:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,,3,2,0,0,,
2021-04-13,632206,R,Final,Chase Field,2021-04-13 19:40:00+00:00,Oakland Athletics,Arizona Diamondbacks,133,109,,,1,5,1,0,,
2021-04-13,632190,R,Final,Target Field,2021-04-13 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,,2,2,0,1,,
2021-04-13,634489,R,Final,Tropicana Field,2021-04-13 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,,5,2,0,0,,
2021-04-14,634614,R,Final,Dodger Stadium,2021-04-15 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,,2,3,1,0,,
2021-04-14,634516,R,Final,Guaranteed Rate Field,2021-04-15 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,,0,8,1,0,,
2021-04-14,634581,R,Final,Truist Park,2021-04-14 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,,5,3,0,0,,
2021-04-14,634528,R,Final,Citi Field,2021-04-14 23:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,,1,2,1,0,,
2021-04-14,634521,R,Final,Minute Maid Park,2021-04-14 23:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,,6,2,0,0,,
2021-04-14,634496,R,Final,Tropicana Field,2021-04-14 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,,1,0,0,0,,
2021-04-14,634472,R,Postponed,Oriole Park at Camden Yards,2021-04-14 23:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,,2,1,0,0,,
2021-04-14,634582,R,Final,Oracle Park,2021-04-14 19:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,,0,2,1,0,,
2021-04-14,634574,R,Final,Target Field,2021-04-14 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,,3,2,0,0,,
2021-04-14,634495,R,Final,Kauffman Stadium,2021-04-14 18:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,,0,2,1,0,,
2021-04-14,634553,R,Final,American Family Field,2021-04-14 17:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,,0,3,1,0,,
2021-04-14,634541,R,Final,Busch Stadium,2021-04-14 17:15:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,,4,0,0,0,,
2021-04-14,634513,R,Final,TD Ballpark,2021-04-14 17:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,,4,3,0,0,,
2021-04-14,634523,R,Final,PNC Park,2021-04-14 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,,0,2,1,0,,
2021-04-15,634481,R,Final,Nationals Park,2021-04-15 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,,10,4,0,0,,
2021-04-15,634632,R,Final,Oakland Coliseum,2021-04-16 01:40:00+00:00,Detroit Tigers,Oakland Athletics,116,133,,,1,3,1,0,,
2021-04-15,634475,R,Final,Kauffman Stadium,2021-04-16 00:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,,0,7,1,0,,
2021-04-15,634522,R,Final,Tropicana Field,2021-04-15 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,,4,3,0,0,,
