game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2022-04-10,661916,R,Final,Tropicana Field,2022-04-10 17:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,110,139,,
2022-04-10,662887,R,Final,Comerica Park,2022-04-10 17:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,
2022-04-10,662570,R,Final,Nationals Park,2022-04-10 17:35:00+00:00,New York Mets,Washington Nationals,121,120,,
2022-04-10,661573,R,Final,Truist Park,2022-04-10 17:35:00+00:00,Cincinnati Reds,Atlanta Braves,113,144,,
2022-04-10,661802,R,Final,Rogers Centre,2022-04-10 17:37:00+00:00,Texas Rangers,Toronto Blue Jays,140,141,,
2022-04-10,662755,R,Final,Kauffman Stadium,2022-04-10 18:10:00+00:00,Cleveland Guardians,Kansas City Royals,114,118,,
2022-04-10,661738,R,Final,Target Field,2022-04-10 18:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,
2022-04-10,662019,R,Final,Busch Stadium,2022-04-10 18:15:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,134,138,,
2022-04-10,663204,R,Final,Wrigley Field,2022-04-10 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2022-04-10,662934,R,Final,Coors Field,2022-04-10 19:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,119,115,,
2022-04-10,662122,R,Final,Oracle Park,2022-04-10 20:05:00+00:00,Miami Marlins,San Francisco Giants,146,137,,
2022-04-10,661039,R,Final,Angel Stadium,2022-04-10 20:07:00+00:00,Houston Astros,Los Angeles Angels,117,108,,
2022-04-10,663395,R,Final,Chase Field,2022-04-10 20:10:00+00:00,San Diego Padres,Arizona Diamondbacks,135,109,,
2022-04-10,661316,R,Final,Yankee Stadium,2022-04-10 23:08:00+00:00,Boston Red Sox,New York Yankees,111,147,,
2022-04-11,662754,R,Final,Kauffman Stadium,2022-04-11 18:10:00+00:00,Cleveland Guardians,Kansas City Royals,114,118,,
2022-04-11,663403,R,Final,Oriole Park at Camden Yards,2022-04-11 19:05:00+00:00,Milwaukee Brewers,Baltimore Orioles,158,110,,
2022-04-11,662042,R,Final,Globe Life Field,2022-04-11 20:05:00+00:00,Colorado Rockies,Texas Rangers,115,140,,
2022-04-11,662863,R,Final,Comerica Park,2022-04-11 21:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2022-04-11,661915,R,Final,Tropicana Field,2022-04-11 22:40:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2022-04-11,661637,R,Final,Citizens Bank Park,2022-04-11 22:45:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2022-04-11,661315,R,Final,Yankee Stadium,2022-04-11 23:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,
2022-04-11,661572,R,Final,Truist Park,2022-04-11 23:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,
2022-04-11,661754,R,Final,Target Field,2022-04-11 23:40:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,
2022-04-11,661036,R,Final,Angel Stadium,2022-04-12 01:38:00+00:00,Miami Marlins,Los Angeles Angels,146,108,,
2022-04-11,662116,R,Final,Oracle Park,2022-04-12 01:45:00+00:00,San Diego Padres,San Francisco Giants,135,137,,
2022-04-11,662018,R,Postponed,Busch Stadium,2022-04-11 18:15:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,134,138,,
2022-04-12,662862,R,Final,Comerica Park,2022-04-12 17:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2022-04-12,663088,R,Final,Great American Ball Park,2022-04-12 20:10:00+00:00,Cleveland Guardians,Cincinnati Reds,114,113,,
2022-04-12,661538,R,Final,Guaranteed Rate Field,2022-04-12 20:10:00+00:00,Seattle Mariners,Chicago White Sox,136,145,,
2022-04-12,662318,R,Final,PNC Park,2022-04-12 20:12:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,
2022-04-12,661944,R,Final,Tropicana Field,2022-04-12 22:40:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2022-04-12,661636,R,Final,Citizens Bank Park,2022-04-12 22:45:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2022-04-12,661314,R,Final,Yankee Stadium,2022-04-12 23:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,
2022-04-12,663295,R,Final,Oriole Park at Camden Yards,2022-04-12 23:05:00+00:00,Milwaukee Brewers,Baltimore Orioles,158,110,,
2022-04-12,661038,R,Final,Angel Stadium,2022-04-12 23:07:00+00:00,Miami Marlins,Los Angeles Angels,146,108,,
2022-04-12,661571,R,Final,Truist Park,2022-04-12 23:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,
2022-04-12,661753,R,Final,Target Field,2022-04-12 23:40:00+00:00,Los Angeles Dodgers,Minnesota Twins,119,142,,
2022-04-12,662017,R,Final,Busch Stadium,2022-04-12 23:45:00+00:00,Kansas City Royals,St. Louis Cardinals,118,138,,
2022-04-12,661995,R,Final,Globe Life Field,2022-04-13 00:05:00+00:00,Colorado Rockies,Texas Rangers,115,140,,
2022-04-12,663411,R,Final,Chase Field,2022-04-13 01:40:00+00:00,Houston Astros,Arizona Diamondbacks,117,109,,
2022-04-12,662104,R,Final,Oracle Park,2022-04-13 01:45:00+00:00,San Diego Padres,San Francisco Giants,135,137,,
2022-04-13,661570,R,Final,Truist Park,2022-04-13 16:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,
2022-04-13,663117,R,Final,Great American Ball Park,2022-04-13 16:35:00+00:00,Cleveland Guardians,Cincinnati Reds,114,113,,
2022-04-13,662317,R,Final,PNC Park,2022-04-13 16:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,
2022-04-13,661643,R,Final,Citizens Bank Park,2022-04-13 17:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2022-04-13,662885,R,Final,Comerica Park,2022-04-13 17:10:00+00:00,Boston Red Sox,Detroit Tigers,111,116,,
2022-04-13,661734,R,Final,Target Field,2022-04-13 17:10:00+00:00,Los Angeles Dodgers,Minnesota Twins,119,142,,
2022-04-13,663341,R,Final,Chase Field,2022-04-13 19:40:00+00:00,Houston Astros,Arizona Diamondbacks,117,109,,
2022-04-13,662115,R,Final,Oracle Park,2022-04-13 19:45:00+00:00,San Diego Padres,San Francisco Giants,135,137,,
2022-04-13,661943,R,Final,Tropicana Field,2022-04-13 22:40:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2022-04-13,661313,R,Final,Yankee Stadium,2022-04-13 23:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,
2022-04-13,663433,R,Final,Oriole Park at Camden Yards,2022-04-13 23:05:00+00:00,Milwaukee Brewers,Baltimore Orioles,158,110,,
2022-04-13,661530,R,Final,Guaranteed Rate Field,2022-04-13 23:10:00+00:00,Seattle Mariners,Chicago White Sox,136,145,,
2022-04-13,662009,R,Postponed,Busch Stadium,2022-04-13 17:15:00+00:00,Kansas City Royals,St. Louis Cardinals,118,138,,
2022-04-14,661942,R,Final,Tropicana Field,2022-04-14 17:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2022-04-14,661529,R,Final,Guaranteed Rate Field,2022-04-14 18:10:00+00:00,Seattle Mariners,Chicago White Sox,136,145,,
2022-04-14,661292,R,Final,American Family Field,2022-04-14 21:14:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2022-04-14,662307,R,Final,PNC Park,2022-04-14 22:35:00+00:00,Washington Nationals,Pittsburgh Pirates,120,134,,
2022-04-14,661418,R,Final,loanDepot park,2022-04-14 22:40:00+00:00,Philadelphia Phillies,Miami Marlins,143,146,,
2022-04-14,661312,R,Final,Yankee Stadium,2022-04-14 23:05:00+00:00,Toronto Blue Jays,New York Yankees,141,147,,
2022-04-14,661993,R,Final,Globe Life Field,2022-04-15 00:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2022-04-14,662702,R,Final,Kauffman Stadium,2022-04-15 00:10:00+00:00,Detroit Tigers,Kansas City Royals,116,118,,
2022-04-14,662237,R,Final,Petco Park,2022-04-15 00:10:00+00:00,Atlanta Braves,San Diego Padres,144,135,,
2022-04-14,662950,R,Final,Coors Field,2022-04-15 00:40:00+00:00,Chicago Cubs,Colorado Rockies,112,115,,
2022-04-14,662627,R,Final,Dodger Stadium,2022-04-15 02:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2022-04-15,662485,R,Final,Citi Field,2022-04-15 17:10:00+00:00,Arizona Diamondbacks,New York Mets,109,121,,
2022-04-15,663265,R,Final,Fenway Park,2022-04-15 18:10:00+00:00,Minnesota Twins,Boston Red Sox,142,111,,
2022-04-15,662291,R,Final,PNC Park,2022-04-15 22:35:00+00:00,Washington Nationals,Pittsburgh Pirates,120,134,,
2022-04-15,661417,R,Final,loanDepot park,2022-04-15 22:40:00+00:00,Philadelphia Phillies,Miami Marlins,143,146,,
2022-04-15,663357,R,Final,Oriole Park at Camden Yards,2022-04-15 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2022-04-15,661792,R,Final,Rogers Centre,2022-04-15 23:07:00+00:00,Oakland Athletics,Toronto Blue Jays,133,141,,
2022-04-15,663136,R,Final,Progressive Field,2022-04-15 23:10:00+00:00,San Francisco Giants,Cleveland Guardians,137,114,,
2022-04-15,661528,R,Final,Guaranteed Rate Field,2022-04-15 23:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,
2022-04-15,662014,R,Final,Globe Life Field,2022-04-16 00:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2022-04-15,662701,R,Final,Kauffman Stadium,2022-04-16 00:10:00+00:00,Detroit Tigers,Kansas City Royals,116,118,,
2022-04-15,661267,R,Final,American Family Field,2022-04-16 00:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2022-04-15,662960,R,Final,Coors Field,2022-04-16 00:40:00+00:00,Chicago Cubs,Colorado Rockies,112,115,,
2022-04-15,662236,R,Final,Petco Park,2022-04-16 01:40:00+00:00,Atlanta Braves,San Diego Padres,144,135,,
2022-04-15,662192,R,Final,T-Mobile Park,2022-04-16 01:42:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2022-04-15,662620,R,Final,Dodger Stadium,2022-04-16 02:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2022-04-16,662626,R,Final,Citi Field,2022-04-16 17:10:00+00:00,Arizona Diamondbacks,New York Mets,109,121,,
2022-04-16,661527,R,Final,Guaranteed Rate Field,2022-04-16 18:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,
2022-04-16,661759,R,Final,Rogers Centre,2022-04-16 19:07:00+00:00,Oakland Athletics,Toronto Blue Jays,133,141,,
2022-04-16,662235,R,Final,Petco Park,2022-04-16 20:05:00+00:00,Atlanta Braves,San Diego Padres,144,135,,
2022-04-16,662798,R,Final,Kauffman Stadium,2022-04-16 20:10:00+00:00,Detroit Tigers,Kansas City Royals,116,118,,
2022-04-16,663238,R,Final,Fenway Park,2022-04-16 20:10:00+00:00,Minnesota Twins,Boston Red Sox,142,111,,
2022-04-16,663076,R,Final,Progressive Field,2022-04-16 22:10:00+00:00,San Francisco Giants,Cleveland Guardians,137,114,,
2022-04-16,661416,R,Final,loanDepot park,2022-04-16 22:10:00+00:00,Philadelphia Phillies,Miami Marlins,143,146,,
2022-04-16,662290,R,Final,PNC Park,2022-04-16 22:35:00+00:00,Washington Nationals,Pittsburgh Pirates,120,134,,
2022-04-16,661981,R,Final,Globe Life Field,2022-04-16 23:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2022-04-16,663266,R,Final,Oriole Park at Camden Yards,2022-04-16 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2022-04-16,661335,R,Final,American Family Field,2022-04-16 23:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2022-04-16,662966,R,Final,Coors Field,2022-04-17 00:10:00+00:00,Chicago Cubs,Colorado Rockies,112,115,,
2022-04-16,662206,R,Final,T-Mobile Park,2022-04-17 01:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2022-04-16,662619,R,Final,Dodger Stadium,2022-04-17 02:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2022-04-17,663365,R,Final,Oriole Park at Camden Yards,2022-04-17 17:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2022-04-17,662294,R,Final,PNC Park,2022-04-17 17:35:00+00:00,Washington Nationals,Pittsburgh Pirates,120,134,,
2022-04-17,663308,R,Final,Fenway Park,2022-04-17 17:35:00+00:00,Minnesota Twins,Boston Red Sox,142,111,,
2022-04-17,661804,R,Final,Rogers Centre,2022-04-17 17:37:00+00:00,Oakland Athletics,Toronto Blue Jays,133,141,,
2022-04-17,662625,R,Final,Citi Field,2022-04-17 17:40:00+00:00,Arizona Diamondbacks,New York Mets,109,121,,
2022-04-17,663132,R,Final,Progressive Field,2022-04-17 17:40:00+00:00,San Francisco Giants,Cleveland Guardians,137,114,,
2022-04-17,661415,R,Final,loanDepot park,2022-04-17 17:40:00+00:00,Philadelphia Phillies,Miami Marlins,143,146,,
2022-04-17,661462,R,Final,Guaranteed Rate Field,2022-04-17 18:10:00+00:00,Tampa Bay Rays,Chicago White Sox,139,145,,
2022-04-17,661226,R,Final,American Family Field,2022-04-17 18:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,138,158,,
2022-04-17,662038,R,Final,Globe Life Field,2022-04-17 18:35:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2022-04-17,662930,R,Final,Coors Field,2022-04-17 19:10:00+00:00,Chicago Cubs,Colorado Rockies,112,115,,
2022-04-17,662618,R,Final,Dodger Stadium,2022-04-17 20:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2022-04-17,662174,R,Final,T-Mobile Park,2022-04-17 20:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2022-04-17,662234,R,Final,Petco Park,2022-04-17 23:08:00+00:00,Atlanta Braves,San Diego Padres,144,135,,
2022-04-17,662700,R,Postponed,Kauffman Stadium,2022-04-17 18:10:00+00:00,Detroit Tigers,Kansas City Royals,116,118,,
2022-04-18,663236,R,Final,Fenway Park,2022-04-18 15:10:00+00:00,Minnesota Twins,Boston Red Sox,142,111,,
2022-04-18,663197,R,Final,Wrigley Field,2022-04-18 23:40:00+00:00,Tampa Bay Rays,Chicago Cubs,139,112,,
2022-04-18,661242,R,Final,American Family Field,2022-04-18 23:40:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2022-04-18,662928,R,Final,Minute Maid Park,2022-04-19 00:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2022-04-18,662929,R,Final,Coors Field,2022-04-19 00:40:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2022-04-18,662407,R,Final,Oakland Coliseum,2022-04-19 01:40:00+00:00,Baltimore Orioles,Oakland Athletics,110,133,,
2022-04-18,662233,R,Final,Petco Park,2022-04-19 01:40:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,
2022-04-18,662617,R,Final,Dodger Stadium,2022-04-19 02:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2022-04-18,663087,R,Postponed,Progressive Field,2022-04-18 22:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2022-04-18,662587,R,Postponed,Nationals Park,2022-04-18 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2022-04-18,662616,R,Postponed,Citi Field,2022-04-18 23:10:00+00:00,San Francisco Giants,New York Mets,137,121,,
2022-04-19,662587,R,Final,Nationals Park,2022-04-19 17:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2022-04-19,662583,R,Final,Nationals Park,2022-04-19 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2022-04-19,662350,R,Final,Citi Field,2022-04-19 19:10:00+00:00,San Francisco Giants,New York Mets,137,121,,
2022-04-19,662616,R,Final,Citi Field,2022-04-19 19:15:00+00:00,San Francisco Giants,New York Mets,137,121,,
2022-04-19,661405,R,Final,loanDepot park,2022-04-19 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,
2022-04-19,662896,R,Final,Comerica Park,2022-04-19 22:40:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2022-04-19,663249,R,Final,Fenway Park,2022-04-19 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2022-04-19,663196,R,Final,Wrigley Field,2022-04-19 23:40:00+00:00,Tampa Bay Rays,Chicago Cubs,139,112,,
2022-04-19,661211,R,Final,American Family Field,2022-04-19 23:40:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2022-04-19,662927,R,Final,Minute Maid Park,2022-04-20 00:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2022-04-19,662753,R,Final,Kauffman Stadium,2022-04-20 00:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2022-04-19,662925,R,Final,Coors Field,2022-04-20 00:40:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2022-04-19,662406,R,Final,Oakland Coliseum,2022-04-20 01:40:00+00:00,Baltimore Orioles,Oakland Athletics,110,133,,
2022-04-19,662232,R,Final,Petco Park,2022-04-20 01:40:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,
2022-04-19,662161,R,Final,T-Mobile Park,2022-04-20 01:40:00+00:00,Texas Rangers,Seattle Mariners,140,136,,
2022-04-19,662717,R,Final,Dodger Stadium,2022-04-20 02:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2022-04-19,663075,R,Postponed,Progressive Field,2022-04-19 22:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2022-04-20,661203,R,Final,American Family Field,2022-04-20 17:40:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2022-04-20,663094,R,Final,Progressive Field,2022-04-20 18:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2022-04-20,663075,R,Final,Progressive Field,2022-04-20 18:15:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2022-04-20,662924,R,Final,Coors Field,2022-04-20 19:10:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2022-04-20,662734,R,Final,Dodger Stadium,2022-04-20 19:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2022-04-20,662231,R,Final,Petco Park,2022-04-20 20:10:00+00:00,Cincinnati Reds,San Diego Padres,113,135,,
2022-04-20,662392,R,Final,Oakland Coliseum,2022-04-20 22:07:00+00:00,Baltimore Orioles,Oakland Athletics,110,133,,
2022-04-20,663146,R,Completed Early,Wrigley Field,2022-04-20 22:30:00+00:00,Tampa Bay Rays,Chicago Cubs,139,112,,
2022-04-20,662926,R,Final,Minute Maid Park,2022-04-20 22:40:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2022-04-20,661404,R,Final,loanDepot park,2022-04-20 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,
2022-04-20,662861,R,Final,Comerica Park,2022-04-20 22:40:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2022-04-20,662560,R,Final,Nationals Park,2022-04-20 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2022-04-20,662349,R,Final,Citi Field,2022-04-20 23:10:00+00:00,San Francisco Giants,New York Mets,137,121,,
2022-04-20,663247,R,Final,Fenway Park,2022-04-20 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2022-04-20,662703,R,Final,Kauffman Stadium,2022-04-21 00:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2022-04-20,662178,R,Final,T-Mobile Park,2022-04-21 01:40:00+00:00,Texas Rangers,Seattle Mariners,140,136,,
2022-04-21,662593,R,Final,Citi Field,2022-04-21 17:10:00+00:00,San Francisco Giants,New York Mets,137,121,,
2022-04-21,663093,R,Final,Progressive Field,2022-04-21 17:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2022-04-21,662850,R,Final,Comerica Park,2022-04-21 17:10:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2022-04-21,663225,R,Final,Fenway Park,2022-04-21 17:35:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2022-04-21,662742,R,Final,Kauffman Stadium,2022-04-21 18:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2022-04-21,662391,R,Final,Oakland Coliseum,2022-04-21 19:37:00+00:00,Baltimore Orioles,Oakland Athletics,110,133,,
2022-04-21,662558,R,Final,Nationals Park,2022-04-21 20:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2022-04-21,661391,R,Final,loanDepot park,2022-04-21 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,
2022-04-21,663145,R,Final,Wrigley Field,2022-04-21 23:40:00+00:00,Pittsburgh Pirates,Chicago Cubs,134,112,,
2022-04-21,662177,R,Final,T-Mobile Park,2022-04-22 01:40:00+00:00,Texas Rangers,Seattle Mariners,140,136,,
2022-04-22,663169,R,Final,Great American Ball Park,2022-04-22 22:40:00+00:00,St. Louis Cardinals,Cincinnati Reds,138,113,,
2022-04-22,662557,R,Final,Nationals Park,2022-04-22 23:05:00+00:00,San Francisco Giants,Washington Nationals,137,120,,
2022-04-22,661311,R,Final,Yankee Stadium,2022-04-22 23:05:00+00:00,Cleveland Guardians,New York Yankees,114,147,,
2022-04-22,661621,R,Final,Citizens Bank Park,2022-04-22 23:05:00+00:00,Milwaukee Brewers,Philadelphia Phillies,158,143,,
2022-04-22,661914,R,Final,Tropicana Field,2022-04-22 23:10:00+00:00,Boston Red Sox,Tampa Bay Rays,111,139,,
2022-04-22,661569,R,Final,Truist Park,2022-04-22 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2022-04-22,663195,R,Final,Wrigley Field,2022-04-23 00:05:00+00:00,Pittsburgh Pirates,Chicago Cubs,134,112,,
2022-04-22,662922,R,Final,Minute Maid Park,2022-04-23 00:10:00+00:00,Toronto Blue Jays,Houston Astros,141,117,,
2022-04-22,661755,R,Final,Target Field,2022-04-23 00:10:00+00:00,Chicago White Sox,Minnesota Twins,145,142,,
2022-04-22,661037,R,Final,Angel Stadium,2022-04-23 01:38:00+00:00,Baltimore Orioles,Los Angeles Angels,110,108,,
2022-04-22,663394,R,Final,Chase Field,2022-04-23 01:40:00+00:00,New York Mets,Arizona Diamondbacks,121,109,,
2022-04-22,662230,R,Final,Petco Park,2022-04-23 01:40:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,
