game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2021-04-05,634552,R,Final,Angel Stadium,2021-04-06 01:38:00+00:00,Houston Astros,Los Angeles Angels,117,108,,
2021-04-05,634600,R,Final,Oakland Coliseum,2021-04-06 01:40:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,
2021-04-05,634551,R,Final,T-Mobile Park,2021-04-06 02:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,
2021-04-05,634591,R,Final,Petco Park,2021-04-06 02:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,
2021-04-06,634603,R,Final,Comerica Park,2021-04-06 17:10:00+00:00,Minnesota Twins,Detroit Tigers,142,116,,
2021-04-06,634624,R,Final,Nationals Park,2021-04-06 20:05:00+00:00,Atlanta Braves,Washington Nationals,144,120,,
2021-04-06,634586,R,Final,Angel Stadium,2021-04-06 20:07:00+00:00,Houston Astros,Los Angeles Angels,117,108,,
2021-04-06,634599,R,Final,Yankee Stadium,2021-04-06 22:35:00+00:00,Baltimore Orioles,New York Yankees,110,147,,
2021-04-06,634530,R,Final,Great American Ball Park,2021-04-06 22:40:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,
2021-04-06,634594,R,Final,loanDepot park,2021-04-06 22:40:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,
2021-04-06,634608,R,Final,Citizens Bank Park,2021-04-06 23:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2021-04-06,634590,R,Final,Fenway Park,2021-04-06 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,139,111,,
2021-04-06,634559,R,Final,Wrigley Field,2021-04-06 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2021-04-06,634635,R,Final,Globe Life Field,2021-04-07 00:05:00+00:00,Toronto Blue Jays,Texas Rangers,141,140,,
2021-04-06,634619,R,Final,Coors Field,2021-04-07 00:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,
2021-04-06,634628,R,Final,Oakland Coliseum,2021-04-07 01:40:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,
2021-04-06,634529,R,Final,Petco Park,2021-04-07 02:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,
2021-04-06,634609,R,Final,T-Mobile Park,2021-04-07 02:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,
2021-04-07,634527,R,Final,Nationals Park,2021-04-07 16:05:00+00:00,Atlanta Braves,Washington Nationals,144,120,,
2021-04-07,634595,R,Final,Nationals Park,2021-04-07 16:10:00+00:00,Atlanta Braves,Washington Nationals,144,120,,
2021-04-07,634570,R,Final,Great American Ball Park,2021-04-07 16:35:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,
2021-04-07,634589,R,Final,Progressive Field,2021-04-07 17:10:00+00:00,Kansas City Royals,Cleveland Indians,118,114,,
2021-04-07,634598,R,Final,Comerica Park,2021-04-07 17:10:00+00:00,Minnesota Twins,Detroit Tigers,142,116,,
2021-04-07,634641,R,Final,Fenway Park,2021-04-07 17:10:00+00:00,Tampa Bay Rays,Boston Red Sox,139,111,,
2021-04-07,634583,R,Final,Globe Life Field,2021-04-07 18:05:00+00:00,Toronto Blue Jays,Texas Rangers,141,140,,
2021-04-07,634549,R,Final,Wrigley Field,2021-04-07 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2021-04-07,634567,R,Final,Oakland Coliseum,2021-04-07 19:37:00+00:00,Los Angeles Dodgers,Oakland Athletics,119,133,,
2021-04-07,634626,R,Final,Citizens Bank Park,2021-04-07 20:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2021-04-07,634563,R,Final,Petco Park,2021-04-07 20:10:00+00:00,San Francisco Giants,San Diego Padres,137,135,,
2021-04-07,634585,R,Final,loanDepot park,2021-04-07 20:10:00+00:00,St. Louis Cardinals,Miami Marlins,138,146,,
2021-04-07,634592,R,Final,T-Mobile Park,2021-04-07 20:10:00+00:00,Chicago White Sox,Seattle Mariners,145,136,,
2021-04-07,634539,R,Final,Yankee Stadium,2021-04-07 22:35:00+00:00,Baltimore Orioles,New York Yankees,110,147,,
2021-04-07,634542,R,Final,Coors Field,2021-04-08 00:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,
2021-04-08,634584,R,Final,Citi Field,2021-04-08 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2021-04-08,634555,R,Final,PNC Park,2021-04-08 17:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,
2021-04-08,634544,R,Final,Oriole Park at Camden Yards,2021-04-08 19:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2021-04-08,634564,R,Final,Coors Field,2021-04-08 19:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,109,115,,
2021-04-08,634550,R,Final,Target Field,2021-04-08 20:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,
2021-04-08,634565,R,Final,Guaranteed Rate Field,2021-04-08 20:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,
2021-04-08,634568,R,Final,Busch Stadium,2021-04-08 20:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,
2021-04-08,634545,R,Final,TD Ballpark,2021-04-08 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,
2021-04-08,634546,R,Final,Minute Maid Park,2021-04-09 00:10:00+00:00,Oakland Athletics,Houston Astros,133,117,,
2021-04-09,634499,R,Final,Tropicana Field,2021-04-09 19:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,
2021-04-09,634533,R,Final,Dodger Stadium,2021-04-09 20:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,
2021-04-09,634494,R,Final,Oracle Park,2021-04-09 20:35:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-09,634512,R,Final,TD Ballpark,2021-04-09 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,
2021-04-09,634505,R,Final,Progressive Field,2021-04-09 23:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,
2021-04-09,634534,R,Final,Truist Park,2021-04-09 23:20:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2021-04-09,634478,R,Final,Globe Life Field,2021-04-10 00:05:00+00:00,San Diego Padres,Texas Rangers,135,140,,
2021-04-09,634537,R,Final,Minute Maid Park,2021-04-10 00:10:00+00:00,Oakland Athletics,Houston Astros,133,117,,
2021-04-09,634540,R,Final,Chase Field,2021-04-10 01:40:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,
2021-04-10,632201,R,Final,Citi Field,2021-04-10 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2021-04-10,632217,R,Final,Tropicana Field,2021-04-10 17:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,
2021-04-10,632205,R,Final,Target Field,2021-04-10 18:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,
2021-04-10,634656,R,Postponed,Guaranteed Rate Field,2021-04-10 18:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,
2021-04-10,632222,R,Final,Busch Stadium,2021-04-10 18:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,
2021-04-10,632169,R,Final,Oracle Park,2021-04-10 20:05:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-10,632202,R,Final,Minute Maid Park,2021-04-10 20:05:00+00:00,Oakland Athletics,Houston Astros,133,117,,
2021-04-10,632218,R,Final,Progressive Field,2021-04-10 22:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,
2021-04-10,632195,R,Final,PNC Park,2021-04-10 22:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,
2021-04-10,632193,R,Final,Globe Life Field,2021-04-10 23:05:00+00:00,San Diego Padres,Texas Rangers,135,140,,
2021-04-10,634491,R,Final,Oriole Park at Camden Yards,2021-04-10 23:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2021-04-10,632227,R,Final,TD Ballpark,2021-04-10 23:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,
2021-04-10,634524,R,Final,Truist Park,2021-04-10 23:20:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2021-04-10,634484,R,Final,Chase Field,2021-04-11 00:10:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,
2021-04-10,632191,R,Final,Dodger Stadium,2021-04-11 01:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,
2021-04-11,632200,R,Final,Oriole Park at Camden Yards,2021-04-11 17:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2021-04-11,632225,R,Final,PNC Park,2021-04-11 17:05:00+00:00,Chicago Cubs,Pittsburgh Pirates,112,134,,
2021-04-11,632208,R,Postponed,TD Ballpark,2021-04-11 17:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,108,141,,
2021-04-11,632192,R,Final,Citi Field,2021-04-11 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2021-04-11,632228,R,Final,Progressive Field,2021-04-11 17:10:00+00:00,Detroit Tigers,Cleveland Indians,116,114,,
2021-04-11,632232,R,Final,Tropicana Field,2021-04-11 17:10:00+00:00,New York Yankees,Tampa Bay Rays,147,139,,
2021-04-11,632170,R,Final,Guaranteed Rate Field,2021-04-11 18:10:00+00:00,Kansas City Royals,Chicago White Sox,118,145,,
2021-04-11,632215,R,Final,Target Field,2021-04-11 18:10:00+00:00,Seattle Mariners,Minnesota Twins,136,142,,
2021-04-11,632196,R,Final,Busch Stadium,2021-04-11 18:15:00+00:00,Milwaukee Brewers,St. Louis Cardinals,158,138,,
2021-04-11,632233,R,Final,Globe Life Field,2021-04-11 18:35:00+00:00,San Diego Padres,Texas Rangers,135,140,,
2021-04-11,632188,R,Final,Oracle Park,2021-04-11 20:05:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-11,632209,R,Final,Chase Field,2021-04-11 20:10:00+00:00,Cincinnati Reds,Arizona Diamondbacks,113,109,,
2021-04-11,632214,R,Final,Dodger Stadium,2021-04-11 20:10:00+00:00,Washington Nationals,Los Angeles Dodgers,120,119,,
2021-04-11,632207,R,Final,Truist Park,2021-04-11 23:08:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2021-04-12,632223,R,Postponed,Target Field,2021-04-12 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,
2021-04-12,632198,R,Final,PNC Park,2021-04-12 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,
2021-04-12,632224,R,Postponed,Oriole Park at Camden Yards,2021-04-12 23:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-12,632203,R,Final,TD Ballpark,2021-04-12 23:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,
2021-04-12,632204,R,Final,Tropicana Field,2021-04-12 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,
2021-04-12,632226,R,Postponed,Citi Field,2021-04-12 23:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,
2021-04-12,632219,R,Final,Truist Park,2021-04-12 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2021-04-12,632221,R,Final,American Family Field,2021-04-12 23:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,
2021-04-12,632230,R,Final,Busch Stadium,2021-04-12 23:45:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,
2021-04-12,632197,R,Final,Kauffman Stadium,2021-04-13 00:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,
2021-04-12,632216,R,Final,Guaranteed Rate Field,2021-04-13 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,
2021-04-12,632220,R,Final,Minute Maid Park,2021-04-13 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2021-04-12,632231,R,Final,Chase Field,2021-04-13 01:40:00+00:00,Oakland Athletics,Arizona Diamondbacks,133,109,,
2021-04-12,634648,R,Final,Oracle Park,2021-04-13 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2021-04-13,632190,R,Final,Target Field,2021-04-13 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,
2021-04-13,632206,R,Final,Chase Field,2021-04-13 19:40:00+00:00,Oakland Athletics,Arizona Diamondbacks,133,109,,
2021-04-13,632213,R,Final,Oriole Park at Camden Yards,2021-04-13 20:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-13,632189,R,Final,Citi Field,2021-04-13 20:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,
2021-04-13,632224,R,Final,Oriole Park at Camden Yards,2021-04-13 20:10:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-13,632226,R,Final,Citi Field,2021-04-13 20:15:00+00:00,Philadelphia Phillies,New York Mets,143,121,,
2021-04-13,634535,R,Final,PNC Park,2021-04-13 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,
2021-04-13,634569,R,Final,TD Ballpark,2021-04-13 23:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,
2021-04-13,634489,R,Final,Tropicana Field,2021-04-13 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,
2021-04-13,632211,R,Final,Truist Park,2021-04-13 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2021-04-13,632194,R,Final,American Family Field,2021-04-13 23:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,
2021-04-13,634502,R,Final,Busch Stadium,2021-04-13 23:45:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,
2021-04-13,632199,R,Final,Guaranteed Rate Field,2021-04-14 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,
2021-04-13,632210,R,Final,Kauffman Stadium,2021-04-14 00:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,
2021-04-13,632229,R,Final,Minute Maid Park,2021-04-14 00:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2021-04-13,634510,R,Final,Oracle Park,2021-04-14 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2021-04-13,632212,R,Final,Dodger Stadium,2021-04-14 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,
2021-04-14,634513,R,Final,TD Ballpark,2021-04-14 17:07:00+00:00,New York Yankees,Toronto Blue Jays,147,141,,
2021-04-14,634541,R,Final,Busch Stadium,2021-04-14 17:15:00+00:00,Washington Nationals,St. Louis Cardinals,120,138,,
2021-04-14,634553,R,Final,American Family Field,2021-04-14 17:40:00+00:00,Chicago Cubs,Milwaukee Brewers,112,158,,
2021-04-14,634495,R,Final,Kauffman Stadium,2021-04-14 18:10:00+00:00,Los Angeles Angels,Kansas City Royals,108,118,,
2021-04-14,634574,R,Final,Target Field,2021-04-14 18:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,
2021-04-14,632223,R,Final,Target Field,2021-04-14 18:15:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,
2021-04-14,634582,R,Final,Oracle Park,2021-04-14 19:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2021-04-14,634523,R,Final,PNC Park,2021-04-14 22:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,
2021-04-14,634472,R,Postponed,Oriole Park at Camden Yards,2021-04-14 23:05:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-14,634496,R,Final,Tropicana Field,2021-04-14 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,
2021-04-14,634521,R,Final,Minute Maid Park,2021-04-14 23:10:00+00:00,Detroit Tigers,Houston Astros,116,117,,
2021-04-14,634528,R,Final,Citi Field,2021-04-14 23:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,
2021-04-14,634581,R,Final,Truist Park,2021-04-14 23:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2021-04-14,634516,R,Final,Guaranteed Rate Field,2021-04-15 00:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,
2021-04-14,634614,R,Final,Dodger Stadium,2021-04-15 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,
2021-04-15,634515,R,Postponed,Citi Field,2021-04-15 16:10:00+00:00,Philadelphia Phillies,New York Mets,143,121,,
2021-04-15,634579,R,Final,Truist Park,2021-04-15 16:20:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2021-04-15,634571,R,Final,Oriole Park at Camden Yards,2021-04-15 16:35:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-15,634621,R,Final,PNC Park,2021-04-15 16:35:00+00:00,San Diego Padres,Pittsburgh Pirates,135,134,,
2021-04-15,634472,R,Final,Oriole Park at Camden Yards,2021-04-15 16:40:00+00:00,Seattle Mariners,Baltimore Orioles,136,110,,
2021-04-15,634554,R,Final,Target Field,2021-04-15 17:10:00+00:00,Boston Red Sox,Minnesota Twins,111,142,,
2021-04-15,634501,R,Final,Guaranteed Rate Field,2021-04-15 18:10:00+00:00,Cleveland Indians,Chicago White Sox,114,145,,
2021-04-15,634481,R,Final,Nationals Park,2021-04-15 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2021-04-15,634522,R,Final,Tropicana Field,2021-04-15 23:10:00+00:00,Texas Rangers,Tampa Bay Rays,140,139,,
2021-04-15,634475,R,Final,Kauffman Stadium,2021-04-16 00:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2021-04-15,634632,R,Final,Oakland Coliseum,2021-04-16 01:40:00+00:00,Detroit Tigers,Oakland Athletics,116,133,,
2021-04-15,634547,R,Final,Dodger Stadium,2021-04-16 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,115,119,,
2021-04-16,634548,R,Final,Wrigley Field,2021-04-16 18:20:00+00:00,Atlanta Braves,Chicago Cubs,144,112,,
2021-04-16,634464,R,Final,Yankee Stadium,2021-04-16 23:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,
2021-04-16,634469,R,Final,Nationals Park,2021-04-16 23:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2021-04-16,634474,R,Final,Citizens Bank Park,2021-04-16 23:05:00+00:00,St. Louis Cardinals,Philadelphia Phillies,138,143,,
2021-04-16,634482,R,Final,Great American Ball Park,2021-04-16 23:10:00+00:00,Cleveland Indians,Cincinnati Reds,114,113,,
2021-04-16,634518,R,Postponed,Fenway Park,2021-04-16 23:10:00+00:00,Chicago White Sox,Boston Red Sox,145,111,,
2021-04-16,634519,R,Final,loanDepot park,2021-04-16 23:10:00+00:00,San Francisco Giants,Miami Marlins,137,146,,
2021-04-16,634463,R,Final,Globe Life Field,2021-04-17 00:05:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2021-04-16,634483,R,Final,American Family Field,2021-04-17 00:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2021-04-16,634520,R,Postponed,Kauffman Stadium,2021-04-17 00:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2021-04-16,634561,R,Postponed,Coors Field,2021-04-17 00:40:00+00:00,New York Mets,Colorado Rockies,121,115,,
2021-04-16,634526,R,Final,Angel Stadium,2021-04-17 01:38:00+00:00,Minnesota Twins,Los Angeles Angels,142,108,,
2021-04-16,634525,R,Final,Oakland Coliseum,2021-04-17 01:40:00+00:00,Detroit Tigers,Oakland Athletics,116,133,,
2021-04-16,634517,R,Final,T-Mobile Park,2021-04-17 02:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2021-04-16,634531,R,Final,Petco Park,2021-04-17 02:10:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,
