game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2024-03-30,746333,R,Final,Kauffman Stadium,2024-03-30 20:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2024-03-30,746087,R,Final,loanDepot park,2024-03-30 20:10:00+00:00,Pittsburgh Pirates,Miami Marlins,134,146,,
2024-03-30,745037,R,Final,Globe Life Field,2024-03-30 23:05:00+00:00,Chicago Cubs,Texas Rangers,112,140,,
2024-03-30,745436,R,Final,Petco Park,2024-03-30 23:15:00+00:00,San Francisco Giants,San Diego Padres,137,135,,
2024-03-30,746410,R,Final,Minute Maid Park,2024-03-30 23:15:00+00:00,New York Yankees,Houston Astros,147,117,,
2024-03-30,747221,R,Final,Chase Field,2024-03-31 00:10:00+00:00,Colorado Rockies,Arizona Diamondbacks,115,109,,
2024-03-30,746168,R,Final,Dodger Stadium,2024-03-31 01:10:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,138,119,,
2024-03-30,745278,R,Final,T-Mobile Park,2024-03-31 01:40:00+00:00,Boston Red Sox,Seattle Mariners,111,136,,
2024-03-31,747062,R,Final,Oriole Park at Camden Yards,2024-03-31 17:35:00+00:00,Los Angeles Angels,Baltimore Orioles,108,110,,
2024-03-31,745602,R,Final,Citizens Bank Park,2024-03-31 17:35:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,
2024-03-31,746739,R,Final,Great American Ball Park,2024-03-31 17:40:00+00:00,Washington Nationals,Cincinnati Reds,120,113,,
2024-03-31,745115,R,Final,Tropicana Field,2024-03-31 17:40:00+00:00,Toronto Blue Jays,Tampa Bay Rays,141,139,,
2024-03-31,746090,R,Final,loanDepot park,2024-03-31 17:40:00+00:00,Pittsburgh Pirates,Miami Marlins,134,146,,
2024-03-31,745845,R,Final,Citi Field,2024-03-31 17:40:00+00:00,Milwaukee Brewers,New York Mets,158,121,,
2024-03-31,746332,R,Final,Kauffman Stadium,2024-03-31 18:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2024-03-31,746815,R,Final,Guaranteed Rate Field,2024-03-31 18:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,
2024-03-31,746413,R,Final,Minute Maid Park,2024-03-31 18:10:00+00:00,New York Yankees,Houston Astros,147,117,,
2024-03-31,745035,R,Final,Globe Life Field,2024-03-31 18:35:00+00:00,Chicago Cubs,Texas Rangers,112,140,,
2024-03-31,745683,R,Final,Oakland Coliseum,2024-03-31 20:07:00+00:00,Cleveland Guardians,Oakland Athletics,114,133,,
